direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,sample_size
0.49845077019873124,0.4617640999586242,0.6247670929112773,0.79416,0.365,0.08744394858965956,0.11048703436431627,0.028693956971968634,2000
0.40084679571484333,0.4321120808554501,0.5663202863715338,0.79305,0.3505,0.15382335345154435,0.13027618147639766,0.05140636304204633,2000
0.4578892342178147,0.6890527703346437,0.6990119519267057,0.79095,0.3705,0.11092947370341573,0.010383045413474368,0.008452604683527376,2000
0.464036082837108,0.7044399195026265,0.716568049964036,0.79216,0.3855,0.1076653050143204,0.007694812522465679,0.005714142910239674,2000
0.4188124990668247,0.4658194028815496,0.5924798030980285,0.79375,0.3795,0.1405781296060148,0.1075384765264634,0.04050969216095836,2000
0.5405881720381318,0.4851193261669367,0.639524686051281,0.79265,0.3745,0.06353516511547842,0.09457511534821794,0.02344736177189375,2000
0.4830351551713358,0.6780639612082996,0.6887457721465295,0.79137,0.3635,0.09507037653551646,0.012838258426666322,0.010531732142521025,2000
0.52179470698926,0.46557341480550507,0.6782569032849366,0.79138,0.37,0.07267623020768653,0.10614993095609766,0.012796835010405582,2000
0.4142079652879801,0.4325660454126344,0.5648108816151638,0.79295,0.3605,0.14344552885780093,0.12987659472402843,0.05204745733741033,2000
0.47233155060357146,0.7286481704749983,0.7372854532732027,0.78892,0.393,0.10022824629123496,0.003632693434290861,0.002666126415681807,2000
0.4955793796661755,0.4553339694829472,0.5927158168586814,0.79107,0.3765,0.08731470670526845,0.11271868218734746,0.039344381969659795,2000
0.39879937955170836,0.44263531735910955,0.6278811678393537,0.79417,0.3655,0.15631792751366713,0.1235766330994316,0.02765197570135162,2000
0.494785734779842,0.47963370477646505,0.6227086007135415,0.79465,0.378,0.08991857755602524,0.09923526625636131,0.029563844788585338,2000
0.42143795983335475,0.5788235059002689,0.5867011268642965,0.79309,0.352,0.13812523896002968,0.0459101304937901,0.04259636695422548,2000
0.4717422527398174,0.6481204090976576,0.6568978035351637,0.79198,0.3595,0.1025522147702766,0.020695581894589334,0.01824719980176464,2000
0.5343215489071462,0.7255332817823501,0.7362408769949248,0.79108,0.3805,0.06592490220760139,0.0042963722691039975,0.0030073294119657688,2000
0.5274097274821914,0.47027520464200473,0.6415094407702406,0.79176,0.374,0.06988106658023968,0.10335247364637211,0.02257523054885543,2000
0.5226824052348666,0.45977153002042304,0.6349417248133695,0.79297,0.3555,0.07305538388392092,0.11102122039673101,0.024972935758461396,2000
0.5062743772799763,0.685380442503738,0.6955953580376846,0.7904,0.378,0.08072736948604127,0.011029107456710683,0.008987920137602818,2000
0.42820238275725375,0.4421846936166903,0.6513092964360793,0.79261,0.369,0.13279291150453587,0.12279789535383648,0.019965888827659012,2000
0.41007195652592815,0.6828635688568344,0.690649309338721,0.79361,0.368,0.14710143079191906,0.012264772010947925,0.010600903821447584,2000
0.4620063817029005,0.6379896182236096,0.6482715064477067,0.79134,0.3565,0.10846063214065967,0.023516339590964715,0.0204685938473226,2000
0.4320430016689935,0.4447164763999788,0.576378949438002,0.79052,0.359,0.12850575833240843,0.11958007693419041,0.04585638953579616,2000
0.5658161882949425,0.4998043436806106,0.6973242457339045,0.79267,0.3845,0.05146265188511367,0.08577029265138669,0.009090812856570665,2000
0.42132480149826895,0.47454001220837705,0.6189446875638769,0.79285,0.371,0.1380309731217507,0.1013212483279032,0.030243057693505618,2000
0.5340660522197886,0.74877751824096,0.7609012366961209,0.79336,0.373,0.06723335135544695,0.001987597679795135,0.0010535713152172478,2000
0.3978897735354208,0.6394342425753516,0.649184409542153,0.7928,0.355,0.15595408696630517,0.023521055550436067,0.020625437822556034,2000
0.39805364190291864,0.4456057874091939,0.5799227413606811,0.79371,0.362,0.1565439537026459,0.12117654282346517,0.04570499195651504,2000
0.46170583329956477,0.3761205190209995,0.6591012873390352,0.79342,0.3635,0.11003428838976415,0.1741388568253432,0.01804151657089884,2000
0.4877391298812417,0.7075412198327367,0.716077908632954,0.79257,0.3775,0.0929218593773593,0.007229893456732796,0.00585104004170452,2000
