direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,sample_size
0.3717662078544212,0.41208689009624805,0.5012908026937848,0.77627,0.388,0.1636233178601536,0.13262933753916828,0.07561355895117045,500
0.3975829976996572,0.5382188218146812,0.5524606356117296,0.78033,0.412,0.14649526776989857,0.05861782260228319,0.05192444722671432,500
0.38906353632699087,0.5482941862255744,0.5617377775533657,0.77478,0.412,0.1487771903484118,0.05129582384106383,0.04538698854500121,500
0.4439333662990149,0.3828973561991397,0.4977858171196257,0.77606,0.408,0.1103081008135483,0.1545768644804821,0.07743652085773997,500
0.4572740911263474,0.4822698139120642,0.5667192190153906,0.7765,0.456,0.10190518089620952,0.08657140240534131,0.044007976070512655,500
0.4174046884611504,0.4856194165193235,0.496519819532896,0.7774,0.426,0.12959662432995336,0.08513590889632401,0.07889367577923291,500
0.3283709350569455,0.4701414256658014,0.482188594144367,0.77665,0.418,0.20095412006621924,0.09394750614038291,0.08670751953847579,500
0.42590661592284823,0.5498599186122424,0.5611118974248368,0.77464,0.444,0.12161497316990225,0.050526084988686944,0.04559425058934941,500
0.4793665539201366,0.613928179011308,0.6271120263755029,0.77464,0.438,0.08718640795987799,0.025828289405501373,0.021764503001750313,500
0.4531829713987561,0.43754589226866847,0.5286935502253169,0.77257,0.414,0.10200807403873179,0.11224115276117483,0.059475722754703496,500
0.48660395107793875,0.6694029333630092,0.6875044148900077,0.7759,0.456,0.08369220392191568,0.011341625202283675,0.007813779466937901,500
0.45747527265777166,0.5652671162710844,0.577520601996349,0.77693,0.44,0.10205132282129746,0.044801176348440455,0.03976410801217849,500
0.44553397186723226,0.5129428716125985,0.5268550124592856,0.77704,0.412,0.10989624668836337,0.06974729322247158,0.06259252799074741,500
0.3056729925472011,0.4025355605826367,0.4891924135363864,0.77711,0.386,0.22225285199605033,0.14030601066483198,0.0828965365950324,500
0.36243509636699817,0.4138786987912208,0.4866144085847362,0.77631,0.392,0.1712924358572265,0.13135644809588878,0.08392353568543943,500
0.32667655707222937,0.5496089553044518,0.5643225703450448,0.77395,0.416,0.20005353274846172,0.05032890433508999,0.04394365926374318,500
0.42949489612181363,0.43246469168342644,0.5383646456645325,0.77779,0.4,0.12130947938551662,0.11924956856393658,0.05732450029866418,500
0.3697800298381716,0.6158044628930168,0.6312971531168455,0.77658,0.392,0.1654862157236645,0.02584877333203894,0.02110710559847412,500
0.3564708498857728,0.5263639612019939,0.5373734613923024,0.77639,0.416,0.17633209263265487,0.06251302007702206,0.05712890572800503,500
0.4423161270303704,0.43200890942239345,0.5185006210966667,0.77659,0.418,0.11173902215011608,0.1187361279836527,0.06661012750270834,500
0.3936489737032143,0.5524490744386931,0.5658878119534996,0.77597,0.398,0.14616936714862755,0.049961604163783334,0.04413452573440518,500
0.39573727967163363,0.4649699704207433,0.47482050535135883,0.77686,0.4,0.14525452795049415,0.09727539055094962,0.09122785632760654,500
0.4460383034983338,0.5832813622356386,0.5960813471425175,0.77744,0.438,0.1098270844441825,0.037697576618512495,0.03289096096628086,500
0.41169395375915213,0.5690616517483541,0.5820051944230039,0.77562,0.43,0.13244216713249574,0.04266635123244822,0.037486692938617984,500
0.43015890787179517,0.44595788592127433,0.5660874201988052,0.77725,0.412,0.12047222623474997,0.10975446485075138,0.04458963510829596,500
0.3849762075727888,0.5072906829772489,0.5214054761572592,0.7755,0.41,0.15250883245173152,0.07193623773781059,0.06456402704686916,500
0.4147529513454502,0.5496391038594839,0.5660693957617057,0.77794,0.43,0.1319048323104023,0.05212129917856271,0.04488915294029993,500
0.4324877327395951,0.4456082293825693,0.5594838640451614,0.77675,0.402,0.11851650865927447,0.10965487224764714,0.04720457383274645,500
0.4164374337872235,0.5286662639163182,0.5436770915558434,0.77652,0.416,0.12965945449037858,0.061431474490639376,0.054215820012733874,500
0.43641180872037744,0.4214002853244476,0.505923535602833,0.77489,0.408,0.11456748597192473,0.1249549783814034,0.0723429589703125,500
