direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,context_dim
0.6408830100613019,0.8037254438800397,0.8149714656511001,0.8231,0.3752,0.03320303142231963,0.0003753734248454914,6.6073070661246e-05,10
0.7196960300607461,0.788191313938221,0.797726391945246,0.82261,0.3824,0.010591285208657642,0.0011846459502193002,0.0006191939498226172,10
0.6951473627113839,0.6101762018201402,0.8064342497030408,0.82338,0.379,0.01644360926599378,0.045455859558318386,0.00028715845312689335,10
0.6582426193858179,0.853862564702786,0.8596735980018133,0.82402,0.3822,0.02748213992329941,0.0008905786680399695,0.001271179050474908,10
0.7230791821080894,0.8403951387346322,0.8493907224265017,0.82056,0.3726,0.009502509856875826,0.0003934327286221096,0.0008312105556339912,10
0.7255271346525831,0.8517771059567203,0.8596585841914092,0.82534,0.379,0.009962608088861567,0.0006989205713668576,0.001177765220902842,10
0.7240409241927184,0.931117442901096,0.9418362983164668,0.82539,0.3748,0.01027163516699011,0.011178292182404523,0.013559740391607579,10
0.694495939555289,0.786759446216377,0.79620469181915,0.82532,0.3708,0.017114934791241414,0.0014869163080996903,0.0008477011704658747,10
0.6839144568946038,0.619046323629829,0.8146434675709361,0.82527,0.3806,0.0199813895666215,0.04252820469562899,0.0001129231914659459,10
0.7378405599393086,0.8262185141885661,0.8366194141851645,0.82285,0.3832,0.007226604899432273,1.1346887838571106e-05,0.00018959676700261018,10
0.6784872114644473,0.6317766980184257,0.8288185967852436,0.82294,0.38,0.020866608115697093,0.036543408024498555,3.455790016347646e-05,10
0.6528769676236414,0.6023966382506496,0.7915752421717759,0.82337,0.3736,0.029067874088886062,0.0488292266028093,0.0010109066253554217,10
0.6717969671235619,0.6041566465328818,0.7820845225007191,0.82259,0.3818,0.02273853876407457,0.047713129906891014,0.0016406937074447518,10
0.667686859140287,0.7632393008334016,0.7727810118837685,0.82284,0.3792,0.02407249711863394,0.003552243341147361,0.0025059022912210117,10
0.7425042725699186,0.9332757797366499,0.9404559646133869,0.82384,0.3848,0.006615500556580502,0.011976189886568544,0.013599283202710696,10
0.6501529786371228,0.748085464704397,0.7568701307093344,0.82428,0.3668,0.030320219568707882,0.005805607208912899,0.004544090477784623,10
0.6802277292905293,0.41634344405540924,0.7716840269956344,0.82158,0.3674,0.019980464434723476,0.1642166662738334,0.0024896081220523755,10
0.6802901058685635,0.8368986318427116,0.847058470943281,0.82397,0.3872,0.020643911977620787,0.00016714952132437756,0.0005330774904987327,10
0.7003652855695285,0.7754526281706431,0.7840507920340989,0.82116,0.3754,0.014591363034339163,0.00208916383954709,0.0013770933158564987,10
0.715227195001972,0.6255853061382126,0.8142616529765219,0.82301,0.377,0.011617133053242943,0.038976509746420474,7.653357564319906e-05,10
0.6587854678905001,0.6253558536381139,0.8143243832545087,0.82152,0.3848,0.026482527940897872,0.0384803723178875,5.177690034799475e-05,10
0.6582286951133125,0.8469229229522445,0.8532836638591748,0.82614,0.378,0.02819420630875012,0.0004319298864389307,0.0007367784876998706,10
0.7186863094973073,0.8849212975592498,0.8913086541647027,0.8229,0.388,0.01086049328819102,0.0038466413509330036,0.004679743964625905,10
0.7069649220288499,0.8858573037293863,0.891800966064342,0.82388,0.3814,0.013669135457000103,0.0038411861775646096,0.004613257631113505,10
0.7475335556952976,0.8643668221620127,0.8705424424884637,0.82404,0.3794,0.005853236020148536,0.001626252585686596,0.0021624771573928734,10
0.6577990926560177,0.6116481862855607,0.794598697169219,0.82234,0.3816,0.02707371018958097,0.044391040366279964,0.0007695798827490931,10
0.6417730268322801,0.6061111132750697,0.7755572773767496,0.82255,0.3786,0.03268031402768252,0.0468457916867272,0.0022083159795457485,10
0.7122226927027208,0.8739357996890925,0.8840552961337208,0.82438,0.384,0.012579261580176327,0.002455777282825462,0.0035611409686472726,10
0.7388952274870406,0.6214138280075275,0.8297678153351413,0.8229,0.3814,0.00705680180495405,0.04059667750418018,4.716688747760281e-05,10
0.6715255622066121,0.833165128020824,0.8383129188045539,0.82368,0.3726,0.023150972940221944,8.996765357142096e-05,0.0002141223127406693,10
