direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,context_dim
0.5686433630097624,0.8262266272941345,0.830247083222489,0.92686,0.3152,0.12831915901659569,0.01012707570215763,0.009334055688258276,20
0.564813300360928,0.34836864295729264,0.770431976644836,0.92758,0.3058,0.13159967836702463,0.3354857961272546,0.024695501244435165,20
0.6001540767208526,0.35577812552295934,0.7674992578919894,0.92693,0.3066,0.10678250403493922,0.3262144637186373,0.025418161529111007,20
0.5555291794430799,0.8839844893539023,0.8905246151019437,0.9279,0.3136,0.13866002800223395,0.0019285720753075175,0.0013969193962778514,20
0.48871257151618486,0.35258092082996395,0.7362604896119084,0.9279,0.3104,0.1928855973382262,0.33099204285705813,0.03672570194178746,20
0.6706747152044421,0.9055850798287148,0.9105070204260327,0.92766,0.315,0.06604143660145402,0.0004873021005686145,0.00029422470826494045,20
0.6457022609287908,0.35361415622254844,0.874928456869828,0.9271,0.304,0.07918468755438836,0.32888601301313564,0.0027218699125834,20
0.6343933246845123,0.9080075886979885,0.9125043658855456,0.92749,0.3188,0.08590566108099246,0.00037956435014074776,0.00022456922981229998,20
0.6731066881702616,0.3766591574415329,0.9559536238591575,0.92595,0.3252,0.06392974033703033,0.30172042971859075,0.000900217444681802,20
0.645819918627741,0.3616041501071571,0.788265291680307,0.92819,0.3146,0.07973286285417613,0.32101952529879507,0.01957892399835115,20
0.6233435751918927,0.362351630458236,0.7427631282437714,0.92818,0.3142,0.09292524588978889,0.32016174377829115,0.03437941633186571,20
0.627997767911965,0.5578468085422115,0.8392702669873966,0.92896,0.319,0.09057826514341222,0.1377250008739852,0.008044248207872083,20
0.6528695456217227,0.35658949555109204,0.8883010460513456,0.92646,0.3086,0.07485173672691219,0.3247523918408527,0.0014561057664555209,20
0.5963936302587306,0.5150646101018315,0.7516484148521297,0.92643,0.31,0.10892400535199587,0.1692214840060722,0.030548602506802212,20
0.5941632731814507,0.936061482297717,0.9429675757413033,0.92832,0.3078,0.11166071807808663,5.993054816586543e-05,0.00021455147509721588,20
0.52958550932527,0.8837477270050309,0.88889067771708,0.92827,0.3176,0.15894932310456886,0.001982232792638558,0.0015507310234620852,20
0.5871724024077132,0.36168947743924545,0.7937227453083366,0.92697,0.3134,0.11546240732948966,0.31954206918655964,0.017754830882864992,20
0.6541202936661287,0.3629081525664827,0.9037807902592311,0.92791,0.3146,0.0749608032943875,0.3192270876032876,0.0005822187627140183,20
0.657284454646766,0.36209856563402126,0.9159792893660048,0.92772,0.3138,0.07313538419050108,0.3199276070142271,0.00013784428619120743,20
0.44031406565110276,0.34171281480570515,0.8422725636821412,0.92796,0.3024,0.237798557287009,0.3436857621482339,0.007342336742727108,20
0.5783196029924634,0.35662128142601107,0.8028983410038238,0.92853,0.3098,0.12264732217217636,0.327079582380942,0.01578331374213148,20
0.6222156157120157,0.3593527107339526,0.8873612592759504,0.92548,0.3184,0.09196928677757021,0.3205001076517229,0.001453038394387312,20
0.6094025648959229,0.8925059034823727,0.8985101102215319,0.92743,0.306,0.10114144947887795,0.0012196925175725465,0.0008363600247987405,20
0.5505754978370695,0.948185205046844,0.9554514247695317,0.92896,0.3198,0.14317483147708876,0.0003696085090931959,0.0007017955863197578,20
0.512761722475787,0.3635064823447388,0.7773861901617675,0.92615,0.3166,0.17088986799443578,0.31656772795948623,0.02213067111758582,20
0.6856384370096849,0.8986122283873066,0.9043572061684296,0.92829,0.317,0.05887978102164285,0.0008807701278951878,0.0005727786205844504,20
0.6737924278377228,0.3676660549499488,0.804948506203637,0.92684,0.316,0.06403307377722291,0.31267550082283774,0.014857536259908799,20
0.6077551620164172,0.3651527159795288,0.8003563096196081,0.92695,0.3088,0.10188534459536569,0.31561618833277805,0.016025962444126535,20
0.6331920832687558,0.9457364896671839,0.9516125058238005,0.92807,0.3142,0.08695298577575858,0.0003121048571607184,0.000554249580463684,20
0.5478167216787136,0.3599783709464046,0.797071526886438,0.92734,0.3122,0.1440379187877366,0.3218992181223496,0.016969875087338836,20
