direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,context_dim
0.5767943217343735,0.3366280712642745,0.7337946261747256,0.92295,0.3048,0.11982375359553596,0.3437734041163812,0.03577975544697933,25
0.48005356938048455,0.3175875703220493,0.7453249530678238,0.92398,0.288,0.1970706758025835,0.3677117787707284,0.0319176257943381,25
0.4899364716916663,0.4775387511957366,0.7200574405228153,0.92421,0.3036,0.18859349738936906,0.1995152045083602,0.04167826754108543,25
0.36300099801035035,0.33657043271547277,0.848694490682889,0.92334,0.2992,0.31397979715075663,0.34429852509127135,0.005571952061210906,25
0.5040753720584171,0.8898893874904146,0.8964603741092837,0.92364,0.3014,0.17603447701975888,0.0011391038447721854,0.0007387320635592969,25
0.4357222334892891,0.45672039195111613,0.7012086376393044,0.92288,0.2982,0.23732268947170432,0.21730478017628907,0.049138192890846824,25
0.5015975579346927,0.47804838720928966,0.8510447096541974,0.92239,0.3012,0.177066279299285,0.1974394688574496,0.005090150454526876,25
0.5138374968104144,0.3282029274600979,0.8260691254139362,0.92352,0.2988,0.16783975341968485,0.35440241685747914,0.00949667295758874,25
0.45827237377905905,0.7886158743735534,0.7925828699587953,0.92352,0.3016,0.2164553537042204,0.018199123111036088,0.01714453202342734,25
0.5562072518466114,0.9197323838637383,0.9250902179665844,0.92558,0.3014,0.13643622707838665,3.4194614477067195e-05,2.398864402566634e-07,25
0.5599697633709123,0.34566614615997987,0.7553772661227259,0.92443,0.3126,0.13283126408373058,0.33496759851175223,0.02857882683138044,25
0.506977663757253,0.3332183421561605,0.6911469097577648,0.92264,0.2986,0.17277517777077853,0.3474178907353803,0.05358905082989965,25
0.5820101716740899,0.4893669337170637,0.7474396954271109,0.92401,0.2936,0.11696388257495201,0.18891459506783295,0.031177072456962836,25
0.4784717535424892,0.33592471785908345,0.7111157685912444,0.92393,0.3058,0.19843304933700043,0.3457502118256188,0.0452898970900994,25
0.5127665893144431,0.3292235692390242,0.697621000846294,0.92308,0.2926,0.1683570949884145,0.3526654603561657,0.05083176029939082,25
0.5809060367009468,0.328400562627075,0.7046846768252755,0.92441,0.2942,0.11799497280215729,0.3552272494375906,0.048279217644237114,25
0.4527423735317284,0.8239880717680884,0.8274726827196643,0.92439,0.3024,0.22245148355315428,0.010080547192685934,0.009392966388817257,25
0.5330422311871303,0.7090498563117802,0.7122879304121863,0.92369,0.3022,0.15260567927847327,0.04607039128249965,0.04469083502601083,25
0.46735135533281247,0.8320228057969092,0.8366327589313822,0.92234,0.2972,0.2070146667760843,0.008157195568718821,0.00734573117159417,25
0.47313699168313494,0.3432299587132132,0.7113304644889125,0.92434,0.3092,0.20358415471418903,0.3376888800843312,0.045373062218649285,25
0.46941920352469707,0.4894759399980317,0.7500527411352319,0.92395,0.3074,0.2065982449444733,0.188767708814594,0.030240256640680183,25
0.40210488592993887,0.8182137396633857,0.8200905845734208,0.92336,0.3258,0.2717068939441924,0.011055736062775054,0.010664572162547393,25
0.4863326020221696,0.4685558507394542,0.691883637789611,0.92484,0.3092,0.19228873808128732,0.20819522486642003,0.05426866669429794,25
0.5630783958587464,0.342451450364504,0.729986998294301,0.92211,0.3088,0.1289036927722418,0.3360040341655268,0.036911247784408005,25
0.49059697102903,0.8001159627490954,0.8042073983401902,0.92468,0.3018,0.18842807604061193,0.015516199376244747,0.0145136477506832,25
0.45793608235363037,0.4530810564752479,0.6784824123483918,0.92363,0.301,0.21687082493282364,0.2214163082522603,0.0600973397314029,25
0.4434214096749948,0.34062969513647506,0.8716362077448385,0.92363,0.3092,0.2306002902219286,0.3398893554709629,0.0027033544330728847,25
0.5910868807628045,0.3486029161456614,0.7294771713072312,0.92277,0.314,0.11001369158691565,0.32966784018179507,0.037362117624052046,25
0.4733857616407881,0.32421001233060387,0.6919250174117721,0.92273,0.2936,0.2019102445466203,0.35822617563977416,0.05327093998755218,25
0.5221384446377467,0.8656906132991702,0.8679530765775662,0.92498,0.3062,0.1622813187266794,0.003515231375360538,0.003252069995028137,25
