direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,context_dim
0.4855746177990806,0.5123726458938342,0.681396959170648,0.82666,0.3436,0.11633923795114721,0.0987765409510544,0.021101351030989965,15
0.5706266028086328,0.7832406761900776,0.7862334880112521,0.82843,0.3552,0.06646259160340987,0.0020420749863980154,0.0017805456240165413,15
0.5739722785624631,0.3795218301218362,0.7238024556951396,0.82684,0.3414,0.06394208454501175,0.2000935451031498,0.010616735536376081,15
0.5001342086966561,0.5517657572247795,0.7532809082762264,0.8274,0.3492,0.10710289815740383,0.07597423579026921,0.005493639757957167,15
0.5174190940724558,0.7944804519898745,0.7977123953126162,0.82629,0.3528,0.09540123652850185,0.0010118473446084778,0.0008166794896683802,15
0.5525338504525932,0.8074050985197422,0.811080631622543,0.82761,0.3516,0.0756668880498273,0.00040823804382692283,0.0002732200189576754,15
0.5829154003393181,0.8520110050331338,0.8568088773951839,0.82914,0.3544,0.06062655347806307,0.0005230828712256304,0.0007655667763097168,15
0.5891077380734477,0.8269726050783,0.8305187791766735,0.82679,0.3544,0.056492857634522206,3.334461462092154e-08,1.3903794148393673e-05,15
0.5732490817643542,0.8455690300177222,0.8503359488304317,0.82881,0.352,0.06531138292944647,0.0002808650871349126,0.0004633664730503632,15
0.5792321652806827,0.5410604286117625,0.7334097930357586,0.82601,0.3554,0.06089929970875472,0.08119625823434026,0.008574798329820346,15
0.5214166502249078,0.7127815805399057,0.6628488299167385,0.82935,0.3454,0.09482294790370929,0.013588196415424499,0.02772263963909517,15
0.5188872775375118,0.5195972758858658,0.6983247349409596,0.82738,0.3426,0.09516775981231775,0.09473020526311725,0.01665526143945918,15
0.5637997728504641,0.7931188822780526,0.7954672141305243,0.82557,0.3538,0.06852365182191962,0.0010530750414036898,0.0009061777171035046,15
0.5602492277025306,0.7515422042604867,0.7534982229435386,0.83097,0.3654,0.07328973655333826,0.006308774736037848,0.006001876240286052,15
0.5552443414679197,0.535658900003088,0.7286014458593332,0.82847,0.3422,0.07465226048028897,0.0857383402814016,0.009973728106147309,15
0.5833697406358334,0.7993149293352144,0.803293663542986,0.82805,0.3508,0.059868429322515834,0.0008257042861102181,0.0006128761947728764,15
0.48874524962951627,0.5384346579597389,0.738521162334387,0.82624,0.3536,0.11390270652763511,0.08283191490691168,0.007694594481406157,15
0.5580037759641135,0.7452099713328828,0.7467437430146442,0.82442,0.3526,0.07097760442953967,0.0062742286414455345,0.006033600899255044,15
0.5297628044382433,0.5231864974438303,0.714898096513088,0.82741,0.3446,0.08859385302577862,0.0925519395075438,0.012658928426248196,15
0.5475117532502449,0.514179602921946,0.6981543721400422,0.82823,0.3482,0.07880273405825639,0.09862765190488341,0.016919668963162243,15
0.5001691318180288,0.5332463446540996,0.7261856795721461,0.82644,0.3524,0.1064526794242172,0.08596251953509061,0.010050928764450798,15
0.5707510616107399,0.539895936237855,0.734280195071972,0.82747,0.3476,0.06590461332770876,0.08269884214867423,0.008684339742523927,15
0.5461678241883572,0.7255955441872152,0.7293369269833365,0.82592,0.354,0.0782612798713483,0.010064996434131413,0.009328289993342146,15
0.5137183003525432,0.8176885543863014,0.8078872652637005,0.8287,0.355,0.0992134711128007,0.00012125193450344215,0.00043316992720356866,15
0.4966457558413078,0.8373643665859029,0.8430149744184495,0.82897,0.3502,0.11043940325564604,7.046539037852258e-05,0.000197261306414902,15
0.5577226591333971,0.8066549186992501,0.8108339185514813,0.82733,0.3518,0.07268811824916059,0.00042745898679261856,0.0002721207031561616,15
0.5593249604189904,0.545040822304221,0.8599288215081105,0.82653,0.362,0.07139853317748891,0.07923615715984583,0.0011154812781306222,15
0.6076027889826237,0.5340377240707085,0.711045274891614,0.82843,0.3652,0.04876465712571286,0.08666681212682811,0.013779173688771358,15
0.4899298952127182,0.7976395619620007,0.7171446733573704,0.82813,0.3584,0.11437931087812843,0.0009296668117490767,0.01231774272997119,15
0.5068673049101208,0.8069251578903514,0.8090595709816539,0.82699,0.3626,0.10247853991160778,0.0004025978888851297,0.0003215002847819469,15
