direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,context_dim
0.6535505323488681,0.6455566094914778,0.6520027634306791,0.65068,0.435,8.239955965897792e-06,2.624913030281624e-05,1.7497030935418167e-06,5
0.6973613036218449,0.6081093618702177,0.7034243285047526,0.65148,0.4458,0.0021050940220399225,0.0018810122517845225,0.0026982132638096548,5
0.5891933119518452,0.5750913520366615,0.6174134113690211,0.65503,0.4378,0.004334469493150047,0.006390187438206562,0.001415007740232294,5
0.6004614436684556,0.6501938666099826,0.6512668864413108,0.65487,0.4292,0.0029602910020828403,2.186622348123542e-05,1.298242731680953e-05,5
0.622059506630982,0.5862944364804643,0.6258627694231542,0.6552,0.442,0.0010982923007419282,0.004747976683944768,0.0008606730979190153,5
0.6318120319274254,0.6109960126381409,0.63315674530771,0.65401,0.436,0.0004927497865510399,0.001850203108766177,0.0004348582312615122,5
0.6847140559528699,0.6687805958156071,0.6734721014186709,0.65503,0.4426,0.0008811431778131131,0.00018907888528419187,0.0003401111047365419,5
0.6809939488637784,0.6574368747535421,0.6610821725975599,0.65543,0.44,0.0006535154815098791,4.027546276404703e-06,3.194705507260704e-05,5
0.5928882147903299,0.6572519346871647,0.683218179410464,0.65545,0.4412,0.003913976968620889,3.246968616807414e-06,0.0007710717877717199,5
0.615568070064392,0.6328899988657164,0.6397588207100905,0.65602,0.4342,0.0016363586355153457,0.000534996952471963,0.00026442595189858344,5
0.6067550732194086,0.6338681086691449,0.6382388274579203,0.65318,0.4358,0.002155273826583273,0.000372949146774756,0.00022323863693219688,5
0.5722381944272332,0.6765671760848269,0.6455883812997357,0.65478,0.4396,0.0068131496672124365,0.0004746810417512502,8.448585433104844e-05,5
0.6661108520183363,0.633555191426338,0.6970917497313175,0.65246,0.4548,0.00018634576082651537,0.00035739178720680645,0.0019919930840789552,5
0.6741274268085473,0.6794042196933733,0.686912539274867,0.65566,0.4392,0.0003410458529290513,0.0005637879688471745,0.0009767212111271,5
0.6022206249170122,0.6260891468725192,0.630863549473141,0.65279,0.4364,0.002557261696283903,0.0007129355577353028,0.00048076923270679234,5
0.5863469113467407,0.6500360023992229,0.6569710930840955,0.65486,0.446,0.004694043316809373,2.32709528523034e-05,4.45671400971592e-06,5
0.6112715354248766,0.6907810635468908,0.6946718444698201,0.65414,0.4364,0.0018377052550286185,0.0013425675378472886,0.0016428304161256826,5
0.6128425680089451,0.7134236061707474,0.7658070849999394,0.65498,0.4342,0.0017755631748007776,0.0034156551022414233,0.0122826427695838,5
0.608171894953953,0.6758994719641382,0.7043397072271309,0.65494,0.434,0.002187255649598087,0.0004392994650154984,0.002440331074126253,5
0.6742728627247736,0.6983123029212825,0.7027233286867444,0.65272,0.4526,0.00046452589163293684,0.002078658085665992,0.002500332879754595,5
0.6490592086643504,0.6498597247520557,0.6548995097443426,0.65683,0.437,6.038519798220718e-05,4.858473703210577e-05,3.7267926271881392e-06,5
0.6263383522081057,0.6828015977517432,0.6937852135671767,0.65387,0.4542,0.0007579916301369133,0.0008370373484686754,0.0015932242741133313,5
0.6094825290460402,0.6478417881153135,0.6544528194078679,0.65528,0.4432,0.002097408345778792,5.532699604149177e-05,6.842277319999265e-07,5
0.6887540517609438,0.6815046388552526,0.6937781456038895,0.65355,0.437,0.0012393252603872158,0.0007814618335275997,0.0016183036987277375,5
0.6483046080139951,0.655667145140658,0.6588034614369267,0.65385,0.4386,3.0751372278447365e-05,3.302016462217002e-06,2.453678020711947e-05,5
0.5864352801992092,0.6420347180842281,0.6487477178549561,0.65384,0.437,0.004543396251423115,0.00013936468111085115,2.593133744473259e-05,5
0.618954782599751,0.6293270607384719,0.6361763442590563,0.65366,0.4506,0.0012044521147985467,0.0005920919331052171,0.000305678218067833,5
0.6233988541433753,0.6622008759264049,0.6665514178137106,0.65424,0.4338,0.0009511762777496042,6.33755455156118e-05,0.00015157100858375044,5
0.6401553721984609,0.6525130732582035,0.6522672960064417,0.65384,0.4376,0.00018726903806665736,1.7607345780945789e-06,2.4733978513540503e-06,5
0.5871318930298663,0.5864218288297558,0.6404109683617947,0.65384,0.4352,0.004449971535538791,0.004545209803940344,0.000180338890739919,5
