direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_users
0.6529651858939719,0.6991101916726837,0.702543471033039,0.74855,0.3598,0.009136456687683958,0.0024442946474417756,0.002116600707587822,10
0.594272186595203,0.7863696699807737,0.7906991436937865,0.75107,0.3546,0.02458555428852555,0.0012460667007515372,0.0015704690299027744,10
0.5857085635190976,0.7694503938273743,0.7772010478967304,0.75111,0.3542,0.027357635189946005,0.000336370045743189,0.0006807427803494765,10
0.5407716746464278,0.6037890441812649,0.6816321336180866,0.75092,0.3668,0.044162318648910834,0.021647518160134594,0.004800808427757888,10
0.6022677634236214,0.6595108776231872,0.6658656761533314,0.74951,0.3538,0.02168027623201424,0.008099842028596534,0.006996372911766381,10
