actual_value,cme_estimator,cme_estimator_square_error,direct_estimator,direct_estimator_square_error,doubly robust estimator,doubly robust estimator_square_error,ips_estimator,ips_estimator_square_error,null_reward,multiplier
0.76642,0.521877914131364,0.05980083176098335,0.43131039425446277,0.11229844786292939,0.42176625763545633,0.11878620212588524,0.3141022862192639,0.2045913141998319,0.2512,-0.9
0.76494,0.5734198530434915,0.03667996669024259,0.43360982013108923,0.10977968809196473,0.435972772215014,0.10821943695653882,0.6409352814036509,0.015377170234159727,0.2488,-0.9
0.76466,0.5306096978201017,0.05477954395050171,0.4939940875702834,0.07326003615141102,0.4703374840147259,0.08662574341590193,0.7580725958660797,4.3393893223590764e-05,0.256,-0.9
0.76474,0.6140451677501735,0.022708932466803347,0.459122370754258,0.09340213530578781,0.45931796198680097,0.09328262130413598,0.30301839977376976,0.21318683611547076,0.2482,-0.9
0.76373,0.5813317682598788,0.03326911494192298,0.45959371704361984,0.09249887861052335,0.4723874677169682,0.08488047111708943,0.7598939606853381,1.47151976236319e-05,0.2482,-0.9
0.76377,0.5573764510971868,0.04259829702869792,0.4375929957863259,0.10639143807780715,0.3953262204629289,0.1357508186795618,0.15816456364916595,0.366757944537684,0.2616,-0.9
0.76409,0.6453065378911647,0.014109510870561134,0.4234742980598183,0.11601905640820274,0.5253906367006234,0.056977386039527816,0.6657810818232969,0.00966464339307372,0.253,-0.9
0.76485,0.5834614620142701,0.0329018017126006,0.4368359014447978,0.10759324885098194,0.4317254058679968,0.11097199521561188,0.5214525429143485,0.059242322115761574,0.2482,-0.9
0.7645,0.6437242854318497,0.01458677322944731,0.4766184534921702,0.08287578481973976,0.552858051342908,0.04479231443137115,0.6899293443547779,0.005560782683358284,0.287,-0.7
0.76473,0.5954275387303104,0.028663323391974752,0.523791856776167,0.05805118886014826,0.48243947707780616,0.07968793933168566,0.3685388406634606,0.15696743473643116,0.2698,-0.7
0.76293,0.573069666250599,0.036046946331433946,0.4725150870068608,0.08434082168881261,0.4652342765451939,0.08862274376328039,0.5876028640614789,0.030739604596404662,0.2752,-0.7
0.76457,0.6024235673235258,0.026291465629706384,0.4712224870128756,0.08605276337573109,0.4883219779542981,0.07631296968416258,0.5867270798415517,0.03162810425048421,0.276,-0.7
0.76211,0.5798477700615476,0.03321952046213726,0.48122583956416276,0.07889591158374513,0.46235809228411634,0.08985120617931161,0.5740397320499733,0.03537042568679483,0.2736,-0.7
0.76581,0.650376812234281,0.013324820837755734,0.5706943652021206,0.03807011094257945,0.5374589309176662,0.05214421075104479,0.7283881799968617,0.0014003926123472832,0.2908,-0.7
0.765,0.5929142755392254,0.02961349656318965,0.47189451846438324,0.08591082330622579,0.4581050102532282,0.09418453473167118,0.3996609758120655,0.1334726025945922,0.2874,-0.7
0.76547,0.5963202394390744,0.02861164149781845,0.5606369928946165,0.041956560799834064,0.5200409462466782,0.06023542042625092,0.45075790814171507,0.09904370076181757,0.2728,-0.7
0.76684,0.5947185604659894,0.02962578994726007,0.4842140626479353,0.07987742046413317,0.43467857259510684,0.11033121385565609,0.5618779158286148,0.04200945594787798,0.282,-0.7
0.76436,0.6417805205227646,0.01502572878890999,0.507847046152179,0.06579889549173436,0.5555236338516537,0.04361262782604617,0.6120508760163315,0.02319806924867253,0.2864,-0.7
0.76833,0.6547239455378928,0.012906335610447255,0.5846190212158427,0.03374972372583306,0.5429475705666474,0.05079723949728013,0.6586631352433246,0.012026821225558914,0.2944,-0.7
0.76304,0.5668273457695855,0.03849940568014422,0.47705649618182977,0.08178656445611741,0.5159407263986753,0.06105805101430236,0.6674415313207226,0.009139067213822794,0.2798,-0.7
0.76266,0.601705870404564,0.0259062318338244,0.5304548998672018,0.05391920852768282,0.4576121770986736,0.09305417425683901,0.4704432258527127,0.08539064309304673,0.2858,-0.7
0.76651,0.6124156263434051,0.023745075992618304,0.5690930295496649,0.03897346022178849,0.5143725841929879,0.06357327644983811,0.5818205067924909,0.03411020890124657,0.2752,-0.7
0.76341,0.6080736089357064,0.024129394388879167,0.5290655569238064,0.05491731800069135,0.4645008858247813,0.08934665853701397,0.9916915301295185,0.05211245699827424,0.2766,-0.7
0.76506,0.6218198557593828,0.020517738922072808,0.5118776322548362,0.06410131133704736,0.5325284689950003,0.05407091291152913,0.6874015865940567,0.006030829172728388,0.2876,-0.7
0.76652,0.6528668703212339,0.012917033885778416,0.47680151289795997,0.08393680176869492,0.5345925046154867,0.05379036311533344,0.799962331242002,0.0011183895188997845,0.2844,-0.7
0.7639,0.6252357871833581,0.01922776391605895,0.46574678588567403,0.08889533908670312,0.538562218526217,0.05077711575952639,0.6908355965989253,0.005338407044354973,0.288,-0.7
0.76427,0.5811314937410992,0.033539712474741454,0.49972062245769777,0.06998637315801956,0.4811345472301659,0.08016568461517895,0.8437824119934196,0.006322223661011301,0.279,-0.7
0.76294,0.6015283552318829,0.02605371906674882,0.5044084350276403,0.0668385700870574,0.49514220449696295,0.07171565927628643,0.5871859137301157,0.0308894988405619,0.2856,-0.7
0.7633,0.6143306242064308,0.022191874924325634,0.500037693714742,0.06930704191063296,0.48050199342549266,0.07997471252251509,0.6660788306916656,0.009451955761679814,0.2856,-0.7
0.76527,0.610173983956726,0.024054774192495524,0.5728064554047587,0.03704221599816443,0.5409293205206515,0.0503287404692558,0.9393238236167135,0.030294733515598016,0.2852,-0.7
0.76353,0.5702595450776451,0.037353468745894035,0.48170550356410213,0.07942504679134743,0.46189894449746155,0.09098129364357546,0.3361869186472512,0.1826221091800621,0.2918,-0.7
0.76523,0.6468101596775531,0.014023258581993821,0.5342500557008479,0.05335173466843937,0.4796230609696662,0.08157132362227677,0.5789083835675615,0.03471574474999674,0.287,-0.7
0.76242,0.5803219326005593,0.03315970615061124,0.4098942267801005,0.12427442078428799,0.3991220430432598,0.13198540552894142,0.931200850456949,0.028486975480970986,0.2764,-0.7
0.76419,0.6063414564264231,0.02491616270829941,0.511171321216902,0.06401845181314454,0.5356088053624962,0.0522493625419084,0.6555232002670364,0.011808473364204033,0.269,-0.7
0.76436,0.6418337951162342,0.01501267088321857,0.5715244577686417,0.03718554634766199,0.5690483348580591,0.038146646540517685,0.44880890583622185,0.0995724930279576,0.288,-0.7
0.76492,0.6441611499545578,0.014582699864297617,0.5274451402371196,0.056394309019399715,0.44327283701819625,0.10345689745424305,0.6930766897439002,0.005161461228554215,0.2894,-0.7
0.76417,0.5515827982003978,0.0451933183689848,0.4775365453142632,0.08215873734508033,0.4418904078704796,0.10386413550317003,0.5083995452376043,0.0654185255293627,0.2838,-0.7
0.76406,0.6247397901145829,0.019410120882516656,0.5088094981267602,0.06515281870654076,0.4366277472588997,0.10721188013511176,0.5178153178460844,0.06063644348908292,0.2832,-0.7
0.76209,0.6420793484954568,0.014402556474544933,0.508480320686912,0.06431786944128738,0.5676422414165092,0.03780993081814354,0.6115526449304988,0.0226614952713211,0.2688,-0.7
0.76344,0.6150281450656744,0.022026078685047315,0.44096062276847653,0.10399294873963122,0.5107735024933161,0.0638403589622951,0.5184268976482361,0.060031420324035925,0.2824,-0.7
0.76505,0.5887235180810891,0.031091028225900003,0.49047885451613654,0.07538931393232091,0.49385009672708463,0.07354938753523865,0.5062279545803349,0.0669888511952192,0.2742,-0.7
0.76544,0.5300428906790636,0.055411799076652876,0.42666614485288984,0.11476772493123519,0.3819319687636602,0.1470784100227734,0.598774762455847,0.027777301405648935,0.2708,-0.7
0.76473,0.6228642325096645,0.02012589598562194,0.5180774597006995,0.06083747563609806,0.5824984264059418,0.03320834641456664,0.7935319609221426,0.0008295529529606294,0.2958,-0.7
0.76301,0.6147847086401418,0.021970736998714848,0.5159317905363582,0.061047641591759245,0.56713518396459,0.03836694355690572,0.42601059104027006,0.11356860163920729,0.286,-0.7
0.76335,0.5897261707954939,0.03014523406763548,0.46506357802149806,0.0889747895367369,0.4676134359103519,0.0874601153395505,0.5382029304068053,0.05069120294640283,0.2968,-0.7
0.76415,0.5988276850474179,0.02733146782128075,0.5869732525849306,0.0313915998245833,0.4714656335318099,0.08566413837488579,0.747180252671924,0.00028797232437874224,0.2816,-0.7
0.76412,0.5449266505236596,0.048045724454657095,0.4292632100691443,0.11212906976279723,0.4269933244507595,0.11365439536688289,0.3728178157232062,0.1531173994197899,0.2804,-0.7
0.7664,0.6050694925051067,0.026027532648559826,0.46430990791149807,0.09125842373803957,0.4829671667012488,0.08033417099175767,0.6139596878451141,0.02323804876987904,0.2696,-0.7
0.7635,0.6480445296084566,0.013329965643332544,0.5435938673823708,0.048358707162842296,0.5266786022178549,0.05608437444748898,0.6444856802708395,0.014164408300594827,0.2818,-0.7
0.76202,0.6301646194564441,0.01738584137828595,0.5475839537732682,0.04598281792135308,0.5551474048288269,0.042796270632856105,0.7388026937620296,0.0005390433089477025,0.2844,-0.7
0.76234,0.6269850638715456,0.018320958734337967,0.4357696584026855,0.10664818801098669,0.4938731898182392,0.0720744281691696,0.6817452129040625,0.006495519707039491,0.2926,-0.7
0.76458,0.6221864751008412,0.020275915933207357,0.5452180069007845,0.048119684016460294,0.4716732961842994,0.08579433714017859,0.5458819185373253,0.04782885083545473,0.281,-0.7
0.76242,0.6206482772566314,0.020099221369622573,0.5302140989894113,0.05391958046413931,0.5172195467166683,0.060123262290351344,0.8874392336865851,0.01562980879158097,0.2778,-0.7
0.7653,0.5848585603854263,0.03255911313017985,0.48855450117986077,0.07658807111720767,0.5051814441232693,0.06766166311139588,0.08910309197607924,0.4572422584211107,0.2772,-0.7
0.76623,0.6016877290561516,0.02707415892735879,0.4620708007231347,0.09251281850474383,0.6031365437345164,0.026599475476621195,0.6599914991201971,0.011286619069187884,0.2698,-0.7
0.7621,0.6017469295646776,0.025713107198035476,0.49976358774603696,0.06882039319428125,0.48039145251855553,0.07935970572410525,0.4945607637679489,0.07157724292362926,0.2922,-0.7
0.76442,0.6259549607421553,0.019172567096676474,0.5434364473456575,0.048833730543734535,0.47181106483729945,0.08561998893704949,0.8050172681899201,0.0016481381844843028,0.2864,-0.7
0.76489,0.6517816830924794,0.012793491353652098,0.528340086557581,0.05595586154961589,0.5399967359437714,0.050576980217864546,0.501519387556791,0.06936407949871096,0.278,-0.7
0.76408,0.6043352311794287,0.025518391165537772,0.4549732539943285,0.09554698042621472,0.5252618108799969,0.057034127454557555,0.6850524812871432,0.006245348713910922,0.2694,-0.7
0.76376,0.6631559600987186,0.010121172844458624,0.5115040597631836,0.0636330593847603,0.5639892461919062,0.03990835407705404,0.5558723799886998,0.04321726255396276,0.281,-0.7
0.7637,0.6305702619173223,0.017723527161962363,0.5389568354440772,0.050509490014610595,0.5030966993750898,0.06791408029659733,0.7365374128028019,0.0007378061432453905,0.2886,-0.7
0.76408,0.6158853060836254,0.021961667304967965,0.48884849192247404,0.07575238303862923,0.5600609140374494,0.0416237874369946,0.751302323021724,0.0001632690289611653,0.2738,-0.7
0.76811,0.6107954388716789,0.024747871142996276,0.4813964445329881,0.0822046628885353,0.4824889710109787,0.08157937220074732,0.646825836906988,0.014709848217172318,0.2838,-0.7
0.76635,0.6167707044104405,0.022373965669068817,0.4183219617208233,0.12112351542845205,0.4477195325499398,0.10152537478744386,0.4360685961514504,0.10908580572816871,0.2714,-0.7
0.76396,0.6210368916532831,0.020427014899487363,0.515104929431805,0.06192884614750131,0.5631265567529062,0.04033407192648362,0.7411044935529835,0.000522374174949613,0.326,-0.4999999999999999
0.76441,0.6743338970109185,0.008113704329699623,0.5464533112504322,0.047505118170676,0.6367869860459969,0.01628763369070367,0.62731730115213,0.018794408077392778,0.3158,-0.4999999999999999
0.76353,0.6698233659184768,0.008780933270888493,0.5951965196433943,0.028336160608967785,0.58664740220217,0.03128745340370889,0.6434604698832675,0.014416692062452932,0.3306,-0.4999999999999999
0.7641,0.6589435469055692,0.011057879627401221,0.6022913664738037,0.02618203388361491,0.6480403586599883,0.013469840347972148,0.7716912073154751,5.76264285065232e-05,0.3166,-0.4999999999999999
0.76342,0.6238284899882303,0.019485789667366006,0.5640629069692059,0.03974325054168868,0.5379250948082432,0.050847952267439364,0.8252012424734307,0.003816921921560844,0.3192,-0.4999999999999999
0.76303,0.6434911028721089,0.014289547926552536,0.5000636201020529,0.06915131695663146,0.621646914609379,0.019989176834571614,0.8197626507499032,0.003218593661110491,0.3236,-0.4999999999999999
0.76333,0.6288248939520973,0.018091623552957542,0.5465186265997589,0.047007171635698744,0.5565024314155693,0.04277764312654736,0.6009934217796381,0.02635316462829566,0.3182,-0.4999999999999999
0.76113,0.6976374997234858,0.004031297591363157,0.6387692364299815,0.014972156461437958,0.59912821615144,0.02624457797011556,0.703541240236118,0.0033164652511421147,0.3276,-0.4999999999999999
0.76643,0.6178916758072133,0.022063633754001395,0.5192549650827168,0.061095497886360116,0.5468540057461044,0.04821361725258676,0.6519333058328373,0.013109492975208786,0.3218,-0.4999999999999999
0.76427,0.6545504979199579,0.012038369136692364,0.5628104208707955,0.04058596202291622,0.5493437223657557,0.04619330481771227,0.6363205941499476,0.016371050457381433,0.3196,-0.4999999999999999
0.76289,0.6395750910171559,0.015206566777447108,0.546490056199413,0.04682893567689717,0.5077048836338983,0.06511944361478084,0.5731934599615246,0.03598477730256888,0.3394,-0.4999999999999999
0.76514,0.6959806060410421,0.004783021772770354,0.624117540555098,0.019887334067889027,0.6451652372996769,0.01439394368499885,0.7383492856937109,0.0007177423730412033,0.334,-0.4999999999999999
0.76465,0.6441783146383542,0.014513426973875402,0.5679014705221198,0.03870998385170831,0.5753083635875622,0.035850255279339806,0.6539763763472104,0.012248650972439322,0.3166,-0.4999999999999999
0.76326,0.6375404366181634,0.015805408616919644,0.5172585709879666,0.06051670307596255,0.5872682150900681,0.03097310835578375,0.8524905322694863,0.007962087889095835,0.3244,-0.4999999999999999
0.76266,0.6451633301782416,0.01380546741920332,0.5360948617107643,0.051331761888020515,0.6132574503001818,0.022321121856806663,0.5188659051251707,0.05943556069583726,0.322,-0.4999999999999999
0.76516,0.6230325663464212,0.02020020739695242,0.5093259248015893,0.06545107403262601,0.5594992478858707,0.04229634496014933,0.8671688249421933,0.010405800366087042,0.318,-0.4999999999999999
0.76291,0.690288233019519,0.005273921039367273,0.5745012914455001,0.03549784145917447,0.668345419658438,0.008942459855175736,0.5470765453344689,0.04658408015285785,0.32,-0.4999999999999999
0.76495,0.6643534778459115,0.010119660269498027,0.5367740211301556,0.052064277333211686,0.602800110254453,0.02629258674449305,0.6841850108461558,0.006522983473020575,0.3218,-0.4999999999999999
0.76522,0.6456018842642731,0.014308493612165754,0.5787319927337731,0.03477777685412831,0.5685690853805311,0.038671582220673656,0.5779764262420456,0.03506015591365052,0.3178,-0.4999999999999999
0.76334,0.6141859998064721,0.02224691577373091,0.5540048443296517,0.043821207399528966,0.521984797812025,0.0582523336231983,0.5438850081731248,0.04816049343773387,0.329,-0.4999999999999999
0.76442,0.5973527169299528,0.02791147707240726,0.49499102655297195,0.07259197173271933,0.5399521323293954,0.05038582361658804,0.5883708681825556,0.03099329681367592,0.3084,-0.4999999999999999
0.76521,0.6809489628450138,0.0070999223824339515,0.5518255399805013,0.04553292777781301,0.5428473188607446,0.049445161963438164,0.6732724898135675,0.008452505779280375,0.3226,-0.4999999999999999
0.76401,0.6388332827742899,0.01566921053540539,0.5949363950243162,0.02858588389947357,0.6211020338966367,0.020422686775800038,0.40584935107680176,0.12827905043708646,0.3182,-0.4999999999999999
0.76307,0.6272641918659895,0.018443217522931685,0.5479500325941997,0.04627660037667258,0.5389382175967653,0.05023505588325096,0.5911294882149494,0.02956353959290514,0.3128,-0.4999999999999999
0.7644,0.6894208568346855,0.0056218719098047295,0.5623380908197237,0.0408290151415782,0.5725053441708096,0.03682355893580344,0.8275417397208614,0.003986879294977014,0.3202,-0.4999999999999999
0.76237,0.6433917200311806,0.014155831104338766,0.5459280016574383,0.04684713864652149,0.5542497238103853,0.04331404936124151,0.8165075400852846,0.0029308732464857967,0.3118,-0.4999999999999999
0.76319,0.6338992302464059,0.016716103143476883,0.5348502408056607,0.05213904562892888,0.5285972268485524,0.055033769214886584,0.9166344629501096,0.02354520321004756,0.3212,-0.4999999999999999
0.76428,0.6760686325795159,0.00778124534219164,0.6158173812506117,0.022041149165926213,0.5765995011244865,0.03522396965816159,0.603254318661767,0.025929270050442134,0.3252,-0.4999999999999999
0.76391,0.6057348985895554,0.025019362706204418,0.5390063072741912,0.05058167100170502,0.503015879234734,0.06806574224988118,0.747955537908452,0.0002545448606306402,0.314,-0.4999999999999999
0.76455,0.6598465478731156,0.010962812887286767,0.5841905500784226,0.032529531176013975,0.5381174979483853,0.051271677985354494,0.5288883020664269,0.05553643587293463,0.3166,-0.4999999999999999
0.76168,0.661502218673824,0.010035587871435147,0.5399010807098341,0.04918588904151393,0.5309725756547414,0.05322591564802322,0.7413850888198142,0.00041188341981162984,0.319,-0.4999999999999999
0.76331,0.6368134733540018,0.01600137125350173,0.556971476085776,0.0425755864511008,0.580342498345526,0.03347710666167997,0.7430863208346833,0.000408997198981667,0.3176,-0.4999999999999999
0.7639,0.6335245285849774,0.016997763546689373,0.4943011155378694,0.07268355850322528,0.5137891794407823,0.06255542256080522,0.5936432464756416,0.028987362120654135,0.32,-0.4999999999999999
0.76469,0.6431960750202099,0.014760773806994854,0.5311554292835237,0.05453839571972888,0.5383047986449584,0.051250259392562725,0.7662272469879824,2.3631283020609926e-06,0.322,-0.4999999999999999
0.76693,0.6455328722916764,0.014737262615831019,0.5309834110337767,0.055670792844795945,0.5552453588896232,0.04481038728202901,0.5039888685600381,0.06913803860292732,0.3168,-0.4999999999999999
0.76473,0.6667253037233175,0.009604920492284787,0.5775469291604474,0.03503750200892499,0.5877599683496666,0.031318392102320014,0.8093998262270078,0.001995393375151071,0.309,-0.4999999999999999
0.76271,0.6719453641481791,0.008238219121313657,0.6338610515341702,0.016602051520750075,0.6400238037320217,0.015051902754704886,0.7434544485164482,0.00037077626293571575,0.3232,-0.4999999999999999
0.76416,0.6559358234634795,0.011712472387007955,0.5038728423211222,0.06774940445254898,0.47630578249669353,0.08286005053444084,0.6803800434180447,0.007019081124874307,0.3164,-0.4999999999999999
0.75969,0.6655171704012154,0.00886852183464172,0.5422511969270281,0.04727963308180666,0.5428213683412806,0.04703200339752531,0.3076909008766013,0.204303185608364,0.3188,-0.4999999999999999
0.76545,0.6528688666239665,0.01267451159223224,0.5493552531114237,0.046696939632837824,0.5164285725686426,0.06201167131995078,0.6664865891730727,0.009793756682499188,0.31,-0.4999999999999999
0.76354,0.6478800016633568,0.013377235215232307,0.5317234232085654,0.05373892527529911,0.5397664327008319,0.050074609421795306,0.7049619361698106,0.003431389562093741,0.3174,-0.4999999999999999
0.76326,0.6584428702489125,0.010986630689256332,0.5698330861836577,0.03741397098851473,0.5220957617336092,0.05816018981860855,0.32329533268731914,0.19356890848355798,0.314,-0.4999999999999999
0.76449,0.6443875566342887,0.01442459690241389,0.5077312129651201,0.06592507471962279,0.5610789992770667,0.04137603521510516,0.6956572054995345,0.004737953598743318,0.3164,-0.4999999999999999
0.76725,0.6266270938412958,0.01977480173651973,0.5862436027437565,0.03276331584768502,0.5752367003861047,0.0368691072286155,0.6233197953925481,0.020715903798342962,0.321,-0.4999999999999999
0.76529,0.6667733776078398,0.00970552488755948,0.586503063349523,0.0319647687168617,0.6183805874743115,0.02158237548864294,0.5648875591419341,0.040161138301870604,0.325,-0.4999999999999999
