actual_value,cme_estimator,cme_estimator_square_error,direct_estimator,direct_estimator_square_error,doubly_robust_estimator,doubly_robust_estimator_square_error,ips_estimator,ips_estimator_square_error,null_reward,multiplier
0.8642,0.8067853255215705,0.0032964448454640255,0.6234767844532151,0.05794766650318386,0.7598911355923572,0.010880339194012002,0.2004378108804145,0.4405802437048244,0.4116,-0.2999999999999998
0.8774,0.8046879915039936,0.005287036179523298,0.7692782664775848,0.011690309259892156,0.8932722738847373,0.00025192907827211467,0.5213928430642302,0.1267410957894898,0.405,-0.2999999999999998
0.8778,0.8211793100601534,0.003205902529264245,0.7763326096892357,0.010295631296476995,0.8444937239636636,0.0011093080234086364,0.4171647597276561,0.21218482458076002,0.3944,-0.2999999999999998
0.8748,0.8276063339957928,0.002227242110916669,0.740005098682642,0.018169665421156295,0.8378650530412389,0.0013641903068464954,0.2505810703976877,0.38964927207385663,0.3998,-0.2999999999999998
0.879,0.8222445186882724,0.003221184658925859,0.7666435590982437,0.012623969812109864,0.846437042221347,0.00106034621929434,0.34549145960795513,0.28463136267125017,0.3952,-0.2999999999999998
0.8832,0.8065548745079745,0.005874475261688339,0.8123649231612682,0.005017608110749039,0.7867107005734996,0.009310184903816854,0.23107314343654667,0.42526943705133075,0.4032,-0.2999999999999998
0.8696,0.8331475005226799,0.001328784718144022,0.7437612478226423,0.015835391549554458,0.5999267265170183,0.07272367443102708,0.4147636124356153,0.20687613945261918,0.3972,-0.2999999999999998
0.88,0.8260595440665988,0.0029095727863032014,0.7064397854983807,0.0301231480578481,0.8517421643520596,0.00079850527550601,0.5272510898566586,0.12443179360731516,0.4024,-0.2999999999999998
0.8712,0.7912583551025298,0.006390666588913212,0.8038025512889028,0.0045424160927649785,0.896497262971219,0.0006399515138350098,0.9490426085354555,0.006059471703604177,0.391,-0.2999999999999998
0.8802,0.8413036193235423,0.0015129284297279145,0.8506846650123596,0.0008711549994326273,0.845990667751176,0.0011702784129104258,0.3239073592853901,0.309461502113234,0.3956,-0.2999999999999998
0.8774,0.8477246239230979,0.0008806279453055718,0.8584251956999301,0.0003600431982259479,0.9134395735399711,0.001298850860942986,0.6901420755596239,0.03506553026571758,0.4174,-0.2999999999999998
0.8764,0.8184093661918878,0.003362913609466566,0.7833207805395126,0.00866374109537357,0.7666002703257208,0.012055980636544788,0.3050988010139899,0.32638505996285266,0.4016,-0.2999999999999998
0.8806,0.8149844888048382,0.00430539530940241,0.7837872171759606,0.009372714918134635,0.7356795908252668,0.02100192499537211,0.25545438188654723,0.390807043846451,0.3946,-0.2999999999999998
0.874,0.8228424194912607,0.002617098043508144,0.7588794058158994,0.013252751205300374,0.9653431651896357,0.008343573826861074,1.2580329014361136,0.14748126938543973,0.3982,-0.2999999999999998
0.8756,0.8077719477933286,0.004600644666150945,0.8188142767131329,0.0032246183692126464,2.608671717040051,3.003537576404151,18.23995904993406,301.520965215027,0.3936,-0.2999999999999998
0.8776,0.838076731992891,0.0015620887139617687,0.8528113199770451,0.0006144786572804472,0.9397511796275371,0.003862769129094373,0.5295029198977435,0.12117157717571685,0.395,-0.2999999999999998
0.872,0.7669526769304715,0.011034940084073887,0.6572257344491401,0.046127985142911276,0.4371585269108048,0.18908710671838125,0.43479812852522143,0.1911454764210488,0.3936,-0.2999999999999998
0.8816,0.7918041859297689,0.008063288224535529,0.7150345172271132,0.027744060051364868,0.7429915336417173,0.019212306946195194,0.2627470004365417,0.38297903506868985,0.4006,-0.2999999999999998
0.8764,0.7698168396585812,0.011359970068364587,0.7397864371810341,0.01866326554609153,0.7965943152192431,0.006368947323325532,0.9718093561320525,0.009102945237532842,0.3986,-0.2999999999999998
0.8736,0.8037877965633774,0.004873743748676386,0.6976815586721757,0.030947297999211164,0.6888788201971447,0.0341219142677588,0.4573336537302085,0.173277671036802,0.4028,-0.2999999999999998
0.8684,0.8111407048326473,0.003278626883062011,0.8040596190631389,0.0041396846191003875,0.8534622718682862,0.00022313572173699356,1.0421443086183997,0.030187084777285732,0.3972,-0.2999999999999998
0.8758,0.8366263526067442,0.0015345746500911364,0.7678607381999493,0.011650884237939897,0.6740704124290487,0.0406948265015461,0.21546589983017053,0.4360411238470984,0.4076,-0.2999999999999998
0.8728,0.7923694008526696,0.006469081279198549,0.7304634019762277,0.02025970713698094,0.7691239492296037,0.010748723503345796,0.7476133014049269,0.015671709505133687,0.3978,-0.2999999999999998
0.8766,0.8529915457736852,0.0005573591109560038,0.8386882986307144,0.0014372971007138974,0.8269947875814471,0.002460677099089763,1.1681704270503426,0.08501331393031912,0.4068,-0.2999999999999998
0.8818,0.8176238352743914,0.0041185801188884505,0.7710264339923859,0.012270782926043243,0.07264704844399177,0.6547284990118,1.42091502257301,0.2906450075638971,0.393,-0.2999999999999998
0.8756,0.7702505657139882,0.011098503304382728,0.7925281709298492,0.006900928785060364,0.8164916191721889,0.0034938006840855482,0.6049298987934006,0.07326230368719076,0.3946,-0.2999999999999998
0.8804,0.8498443263708121,0.0009336491909334473,0.8095909372091293,0.005013923373321459,0.81858986472779,0.0038204928223688874,0.25245511542761917,0.39431477806062054,0.406,-0.2999999999999998
0.8714,0.7880368677600738,0.006949411816851422,0.7523219692066312,0.014179577417626479,0.7275761304490436,0.02068530545261052,0.2052953172692686,0.4436954483558082,0.3926,-0.2999999999999998
0.8728,0.8322167718551154,0.0016469984066597514,0.7667747605361045,0.01124135140337639,0.7772555131333659,0.009128748970608412,0.27232282962592175,0.3605728321404599,0.4022,-0.2999999999999998
0.8784,0.7769492449365024,0.010292255702953772,0.7532148753941059,0.015671315422593216,0.8531987793451915,0.0006351015224923442,0.3814384065734505,0.24697082534105502,0.3918,-0.2999999999999998
0.878,0.75623614821856,0.01482643560065249,0.7268549321115017,0.022844831547018777,0.8054824263074776,0.005258798494250421,0.2576421221941955,0.3848438965557215,0.3852,-0.2999999999999998
0.8758,0.7494622312325347,0.015961231817141524,0.7955334029972553,0.006442726594401031,0.7242002697873642,0.02298247820054397,3.4823472891545237,6.794088770598797,0.3896,-0.2999999999999998
0.8788,0.8266837981349064,0.0027160984968431835,0.7881712751805783,0.008213565762394471,0.7409275201258007,0.01900882070666151,0.29923915011957686,0.3358907787141185,0.4138,-0.2999999999999998
0.8896,0.7990397586814386,0.008201157307676062,0.7524037863433362,0.01882280104172494,0.8298097095729073,0.0035748788293560817,0.48974331901933466,0.15988536532487355,0.401,-0.2999999999999998
0.8788,0.7767485376417202,0.010414500969463393,0.6968274160981178,0.03311402129192756,0.7565182075785821,0.014952836757794736,0.48148096175735583,0.15786241815005977,0.3924,-0.2999999999999998
0.8748,0.7443851144444892,0.01700804237445699,0.6394319825515151,0.05539810363763029,0.7658483745412025,0.011870456690114103,0.3633731761975951,0.2615573961046161,0.3904,-0.2999999999999998
0.8728,0.8314524738701393,0.0017096179170595135,0.7239066699922084,0.022169223720809133,0.8125497095428768,0.003630097500167719,1.1802671091076222,0.09453602318299846,0.3966,-0.2999999999999998
0.8778,0.8258391835208585,0.0026999264491790256,0.7659011148273945,0.012521360502871948,0.1734727847570945,0.4960768261318262,0.1900170217496915,0.4730454251708644,0.3996,-0.2999999999999998
0.8778,0.8303125944651071,0.002255053684435381,0.7126858976427466,0.027262666797241562,0.8282625887278695,0.0024539551155442034,0.2077964215688799,0.4489047951105061,0.3904,-0.2999999999999998
0.877,0.807844307361211,0.004782509824350649,0.7606948584958911,0.013526885940290787,0.7428875220722602,0.017986156735918506,0.1495964311763033,0.5291159519374505,0.3976,-0.2999999999999998
0.8834,0.7472430427632845,0.018538717003960776,0.7276790374815464,0.024249018167673622,0.23197475285742325,0.42435485261476724,0.3427559107565136,0.2922960312339188,0.3902,-0.2999999999999998
0.8716,0.8227129311845426,0.002389945497367273,0.8032035640716553,0.004678072447700171,0.7876115708406001,0.007054056232663547,0.22939084065830803,0.41243260434236273,0.408,-0.2999999999999998
0.8734,0.7974656795774399,0.005766021018036027,0.8219040152102709,0.0026518364494640062,0.8454191402690349,0.0007829285112839438,0.374050229991147,0.24935019280789433,0.3914,-0.2999999999999998
0.88,0.8275023896693064,0.002755999090433343,0.8146759903371334,0.004267226238434283,0.801493889846165,0.0061632093314860775,0.23785963241948635,0.4123442516764372,0.4142,-0.2999999999999998
0.8772,0.8360614336107461,0.0016923816445630457,0.8097919603645801,0.004543843807490335,0.8134231933053682,0.004067481072164434,0.571212727962581,0.09362821064890142,0.4654,-0.09999999999999976
0.8646,0.879389300380264,0.00021872340573767502,0.8610185105621815,1.2827066593205852e-05,0.796495216535391,0.0046382615307612824,0.48535662400259916,0.14382553823790598,0.4664,-0.09999999999999976
0.8736,0.8266524456632257,0.0022040728582043783,0.8361035455584526,0.0014059840956870456,0.7998924761376092,0.00543279907392492,0.8409699979683306,0.0010647170325867516,0.4586,-0.09999999999999976
0.876,0.8350086878689882,0.0016802876702220364,0.821309480765462,0.002991052894143376,0.829365364796785,0.002174789200536938,0.4347101723711531,0.1947367119686974,0.4568,-0.09999999999999976
0.8818,0.863874372056359,0.000321328137173845,0.8164252282202243,0.0042738607852577555,0.7538421795889665,0.01637320380434231,0.5110047514224194,0.1374891163677098,0.4758,-0.09999999999999976
0.8756,0.8312727218519653,0.0019649075880132363,0.7749230413466692,0.010135850003684483,0.9202159528338261,0.0019905832472701885,0.5929435116465371,0.07989469040831132,0.447,-0.09999999999999976
0.8844,0.8276539020837893,0.0032201196287161677,0.8077717773750425,0.005871884502660048,0.8433943094245562,0.0016814666595690395,0.3359179978538238,0.300832506678278,0.4534,-0.09999999999999976
0.876,0.8386313642536717,0.0013964149375417663,0.7956274017959833,0.006459754542064301,0.8295127850822246,0.0021610611508114407,1.0711744945005819,0.03809308330355767,0.4586,-0.09999999999999976
0.876,0.8836699994416884,5.882889143550108e-05,0.8560766709029675,0.00039693904230866337,0.7932312221121097,0.006850670593054915,0.3070990299050565,0.3236483137749677,0.4628,-0.09999999999999976
0.8734,0.8803219443943877,4.7913314198996106e-05,0.8281529267281293,0.0020472976396700275,0.9743274825678935,0.010186356737492451,1.1687615150719395,0.08723842458559156,0.457,-0.09999999999999976
0.8766,0.8480000614816992,0.0008179564832505911,0.8583761507511138,0.0003321086814461302,0.9350820974566827,0.003420155722932927,0.9712622591023697,0.008960943298364174,0.4534,-0.09999999999999976
0.876,0.8220418412544847,0.0029114828952062346,0.7355123246788978,0.019736786917127422,0.9089069144235531,0.0010828650168790465,0.7498190735328311,0.015921626204113096,0.4472,-0.09999999999999976
0.8704,0.8377226366634526,0.0010678100746287296,0.7759212532635779,0.008926233584884988,0.8270529322792205,0.00187896827998984,0.5794542313800671,0.08464944027784349,0.4488,-0.09999999999999976
0.8738,0.8604343279062123,0.00017864119051865513,0.7925611018717289,0.0065997585690956125,0.8137201631804324,0.0036095867922658746,0.35141852105149674,0.2728824095484256,0.459,-0.09999999999999976
0.875,0.8098478862339047,0.004244797928190226,0.794017384827137,0.006558183960236018,0.7090359024793441,0.027544081665845776,0.49440170219954055,0.14485506428860723,0.4612,-0.09999999999999976
0.8752,0.8631753159842408,0.0001445930256788543,0.8304408235132694,0.0020033838797702936,0.7802999999728484,0.009006010005153373,0.6392964288067997,0.05565049490170531,0.4548,-0.09999999999999976
0.8776,0.8205300386537284,0.0032569804880649375,0.8105062989413738,0.004501564721744301,1.0989616685534744,0.049000988304778254,1.6922677717359653,0.6636835783052428,0.455,-0.09999999999999976
0.8744,0.8680192752672369,4.071364811529444e-05,0.7845307142868638,0.008076488514589293,0.8481106165578902,0.0006911316817662736,0.3321933609935229,0.2939880393827001,0.456,-0.09999999999999976
0.8728,0.8618720669904452,0.00011941971986131868,0.8498988743185997,0.0005244615574752945,0.8375198725177321,0.0012446873951650777,0.24547946477678534,0.3935310539127406,0.4488,-0.09999999999999976
0.8778,0.8681131600543169,9.383486813328157e-05,0.8303951416432858,0.002247220595820142,0.8971296450150947,0.00037363517640957573,0.4894311734739813,0.15083034541719684,0.457,-0.09999999999999976
0.8742,0.8519798024613706,0.0004937371786557103,0.8052847335457802,0.004749313950456106,0.7747481405088502,0.009890672356247396,0.3334170694003687,0.29244617802792555,0.465,-0.09999999999999976
0.8832,0.825965746893558,0.0032757597286522696,0.7517874399155379,0.017269260947952364,0.813096790060024,0.004914460043888348,0.7240507768765848,0.025328475220786587,0.461,-0.09999999999999976
0.8702,0.8568204091398826,0.00017901345158413757,0.8110039613485336,0.0035041709920259024,0.7922407347895535,0.006077647032152733,0.40963123864248147,0.21212358393839884,0.4704,-0.09999999999999976
0.8756,0.8647853509971566,0.00011695663305470299,0.8469666683897376,0.0008198676791032572,0.8385573974067447,0.0013721544068818453,0.41695949435732627,0.21035111341616747,0.463,-0.09999999999999976
0.8762,0.8477188283358502,0.0008111771393627674,0.8914511697590352,0.00023259817901890908,0.9311378521008126,0.003018167593450758,1.5310950705524167,0.4288875534338548,0.4618,-0.09999999999999976
0.8704,0.8736583082022905,1.0616572341113945e-05,0.79576245466033,0.005570763174331285,0.8626278016865976,6.0407066622854605e-05,0.40352630521481686,0.2179710468823683,0.4572,-0.09999999999999976
0.8822,0.8826585681970416,2.1028479133798165e-07,0.7503125112801791,0.01739430968082089,0.862146564478475,0.00040214027621595836,0.34034140819487085,0.2936107335130375,0.445,-0.09999999999999976
0.8714,0.846330666250631,0.000628471494637248,0.8287869550585747,0.001815871599179929,0.7858289763830909,0.007322400082845606,0.3066947630744063,0.3188920046111908,0.4564,-0.09999999999999976
0.8744,0.854007634464614,0.0004158485721287957,0.7811066152468323,0.008703655638702568,0.7724230581110202,0.010399296677028356,0.32472797187667723,0.3021393385012069,0.4558,-0.09999999999999976
0.8724,0.8542776358105278,0.000328420083815861,0.7226411679312587,0.022427707782593457,1.1576971994472525,0.08139449201244538,1.9089071556643347,1.074347083743369,0.4538,-0.09999999999999976
0.8732,0.869967994851932,1.0445857277137956e-05,0.8554710573121905,0.00031431540882763203,3.5999904072535247,7.435385925089842,15.181772584121092,204.73524939506171,0.456,-0.09999999999999976
0.8788,0.8832108497703953,1.945559569699625e-05,0.868063446124643,0.00011527358911844323,-0.961521829280298,3.3867844353255827,0.5095334773723385,0.1363577647335253,0.4506,-0.09999999999999976
0.876,0.8407921350466105,0.0012395937545761095,0.7578587432332337,0.013957356550431014,0.8097765298597892,0.0043855479974113905,0.5976662744275529,0.07746966279103827,0.4568,-0.09999999999999976
0.8706,0.8444721196427526,0.000682666131962637,0.7671578530788422,0.010700277759658402,0.5943267007349473,0.07632693588679738,0.30798281073518036,0.316538101656246,0.455,-0.09999999999999976
0.8698,0.8469399870158529,0.0005225801936353732,0.7362787243872881,0.017827931041245765,0.789257888924984,0.00648703165642021,0.4883235389698523,0.1455242903200858,0.462,-0.09999999999999976
0.8848,0.8220483984286986,0.003937763499763361,0.7989467661470174,0.007370777763014918,0.7854361919476993,0.009873166350654461,0.49639453560801794,0.15085880476955127,0.4532,-0.09999999999999976
0.8756,0.8694102308436747,3.8313242208595984e-05,0.8208336369082332,0.002999354526299243,0.870759125169988,2.3434069119844234e-05,0.5749949249979921,0.09036341111696282,0.4588,-0.09999999999999976
0.8788,0.8809399084891021,4.579208341731063e-06,0.7972427781999111,0.006651580427748905,0.8791719050441187,1.383133618409016e-07,0.678707580217417,0.040036976454449445,0.467,-0.09999999999999976
0.87,0.8831795863415218,0.00017370149613362882,0.7859899023234844,0.007057696511617687,0.8246909433901612,0.0020529106108735725,0.3280464661960846,0.2937136328025517,0.467,-0.09999999999999976
0.8748,0.8592125859250589,0.00024296747754367287,0.7983695400953292,0.005841615201239489,0.7431298077630889,0.01733703952370513,0.46789117546889536,0.16557479148128532,0.4734,-0.09999999999999976
0.873,0.8665714359652953,4.132643554829889e-05,0.8099011937946081,0.0039814593445456,0.8261300827657997,0.002196789141540787,0.4619393001579767,0.16897089895461398,0.4722,-0.09999999999999976
0.8844,0.8679156491513731,0.0002717338229006255,0.8241830244392157,0.003626084145688095,0.7890920256799668,0.009083609968988094,0.5370215957612132,0.12067175573148593,0.4562,-0.09999999999999976
0.8726,0.875021594734663,5.8641210589474125e-06,0.81480577917099,0.003340171961232384,0.7704429041321491,0.010436072236153286,0.42425036122606435,0.20101739858871862,0.4654,-0.09999999999999976
0.872,0.8389795450777121,0.0010903504432748464,0.7821140971466899,0.008079475531754702,0.7559133104614147,0.013476119488027878,0.4310975083409068,0.19439500715119673,0.4558,-0.09999999999999976
0.8798,0.8489169560073542,0.0009537624062516991,0.7694756027430296,0.01217147263011382,0.8733319959634448,4.1835076216894756e-05,0.8700694889881871,9.468284455101174e-05,0.4604,-0.09999999999999976
0.871,0.8520463480305442,0.000359240922979254,0.812226587587595,0.0034543140065986383,0.9138902919583825,0.0018395771442752866,1.013225493354683,0.02022809095998296,0.4536,-0.09999999999999976
0.8738,0.8728347559798212,9.316960184909989e-07,0.8240417873710394,0.002475879724028857,0.8354516481625315,0.0014705960886502768,0.5033160437585575,0.13725836183231108,0.4716,-0.09999999999999976
0.8736,0.8222394562366401,0.0026379054556680145,0.7488646879825741,0.015558898064084604,0.7707436780996108,0.010579422954876502,0.7125467706260834,0.025938142691767405,0.448,-0.09999999999999976
0.8724,0.8425715808349685,0.0008897345898848142,0.8602267538458109,0.0001481879219304778,0.5251285531424719,0.12059745780252096,0.464564494294176,0.16632979971432515,0.4574,-0.09999999999999976
0.8748,0.7932629433128748,0.006648291613199466,0.7377534864246845,0.018781746883149136,0.7593462257519936,0.013329573988109626,0.2736775854058027,0.3613481573275581,0.442,-0.09999999999999976
0.8838,0.8629169496627852,0.00043610179138664826,0.8736639030098915,0.00010274046219288728,0.9197150751375955,0.0012898926221391312,0.9920273363596938,0.011713156335514284,0.5236,0.10000000000000042
0.8742,0.8883223790835943,0.00019944159098074382,0.7993896626353264,0.005596586576616275,0.9556597656735506,0.006635693423589776,1.1571929996527113,0.08008503785243945,0.5296,0.10000000000000042
0.877,0.8815382048262623,2.059530304511067e-05,0.8714501615583896,3.080070672797642e-05,0.8501692297115984,0.0007198902342689762,0.5909640914610597,0.08181654097369705,0.522,0.10000000000000042
0.8868,0.8849421415976356,3.4516378432360366e-06,0.8863128795623779,2.3728632074915865e-07,0.8631056323956203,0.0005614230561714785,0.5924317701206475,0.08665265476230333,0.5244,0.10000000000000042
0.8748,0.8910409427816613,0.0002637682224371972,0.8649062792301178,9.788571067239969e-05,0.7825950707496879,0.008501748978055059,0.3880628165905212,0.23691308571339262,0.516,0.10000000000000042
0.871,0.8474345650817673,0.0005553297228854614,0.850301301509142,0.00042843611921544874,0.9053997150701513,0.0011833403969075925,0.8203406690493926,0.0025663678123631663,0.5142,0.10000000000000042
0.8772,0.8901173352884383,0.00016685755095393345,0.8110294167529791,0.004378546087250917,0.9754333527007708,0.00964979158283404,1.0706523109686363,0.037423796619105984,0.5274,0.10000000000000042
0.8732,0.8246394227882751,0.0023581296591358965,0.8105495720982552,0.003925076116271723,0.8135212147935549,0.00356155740371701,0.6108629838412674,0.06882071004706714,0.5148,0.10000000000000042
0.872,0.8642520877158902,6.003014476225891e-05,0.7725821859896183,0.009883901742602856,0.9098871815346412,0.001435438524638858,0.7481946904188138,0.015327754680493352,0.5162,0.10000000000000042
0.8818,0.8845154794690951,7.373828747077097e-06,0.8543426669776439,0.0007539051367005661,0.8662538229825228,0.00024168361985873568,0.5574591515662012,0.10519698596275648,0.5206,0.10000000000000042
0.8806,0.8728594450117607,5.991619152595684e-05,0.8196304621994496,0.0037172845396127537,0.8499099800252067,0.000941877326053216,0.6937878593743573,0.03489877588513493,0.5088,0.10000000000000042
0.8784,0.8193977499747205,0.0034812655080455925,0.8022766384840012,0.005794766168495439,0.7187092247699903,0.02550114369356146,0.4499806817703833,0.18354311223232955,0.517,0.10000000000000042
0.872,0.8287712721565033,0.0018687229109671103,0.8122382708311081,0.0035714642732559833,0.852094416506397,0.0003962322542208023,1.3764199412979023,0.25443947717897925,0.5136,0.10000000000000042
0.8814,0.8631653409555593,0.00033250279046700157,0.8000910953998566,0.0066111379672752196,0.833245435883993,0.002318862045202623,0.4281481952090027,0.20543719854629627,0.5228,0.10000000000000042
0.8758,0.8986443224142514,0.0005218630665662681,0.8361888470590114,0.00156904343731439,0.8923505040029113,0.00027391918275038125,0.4568735879991569,0.17549933867190015,0.5056,0.10000000000000042
0.876,0.8792265733496779,1.0410775580851716e-05,0.8028863320022821,0.005345608448080519,0.8251591628623397,0.002584790720858099,1.295718409175,0.17616354300039275,0.5234,0.10000000000000042
0.873,0.8920546124132617,0.00036307825421962584,0.8529307677686214,0.0004027740823570047,0.9855825919040295,0.012674839999829254,0.9640092683518302,0.008282686925935444,0.5294,0.10000000000000042
0.881,0.8440582702988447,0.001364691393313218,0.7208510642796755,0.025647681612352632,0.8562549956263287,0.0006123152414530133,0.7050614046098852,0.030954389347846525,0.5176,0.10000000000000042
0.878,0.8694618880342257,7.289935594009749e-05,0.8346842501699925,0.0018762541833357966,0.8597325068315579,0.0003337013066590794,0.8601671947114815,0.0003180089444582132,0.5204,0.10000000000000042
0.8724,0.9115537056653297,0.0015330126673272725,0.8944155260443687,0.00048468338701027823,0.9189618772775245,0.0021680084156072608,0.5954610072265579,0.07669520571836858,0.5314,0.10000000000000042
0.8802,0.8622696005636058,0.0003214992239486449,0.8387484023652971,0.001718234946469303,0.9270353007572765,0.0021935453970245438,2.434913647050086,2.4171345243237794,0.5156,0.10000000000000042
0.8792,0.9002918078247207,0.0004448643573149516,0.8294535697996617,0.0024747073176771316,0.8622964313750383,0.00028573063225878866,0.6321563411099297,0.06103056939779341,0.5222,0.10000000000000042
0.8774,0.8850860343524846,5.907512406757345e-05,0.881955250364542,2.0750305883660695e-05,1.0009258781307335,0.015258642567968841,0.9445472008429646,0.004508746581045434,0.5282,0.10000000000000042
0.8804,0.8591115111535287,0.0004531997573663319,0.8259307846844196,0.0029668954170950536,0.9188585071466266,0.0014790567719471358,0.8819679490795636,2.4584643161043117e-06,0.514,0.10000000000000042
0.8808,0.937476170778696,0.003212188334135917,0.8720952826201915,7.577210466234e-05,0.8760525958912937,2.2537845771361764e-05,0.3846263699045383,0.2461882712021081,0.5372,0.10000000000000042
0.8762,0.8710807348064623,2.6206876121766278e-05,0.8513853326708078,0.0006157677146584753,0.8375441049123042,0.0014942782250309393,0.754400947808957,0.014835009114636425,0.5108,0.10000000000000042
0.873,0.8858568502465329,0.00016529859826177403,0.8579449820041657,0.00022665356685489486,0.883934704929516,0.0001195677718955811,0.7898619412063504,0.0069119368199763295,0.5164,0.10000000000000042
0.881,0.8818854813650149,7.840772477886027e-07,0.8432914839535952,0.0014219321824219678,0.8820374461900883,1.076294597328679e-06,0.4991635458796063,0.1457990776952355,0.5306,0.10000000000000042
0.8678,0.90108946578904,0.0011081885325196657,0.7974952375747263,0.004942759619674181,0.7853865495721533,0.006791976811423155,0.48287419467047005,0.1481678756085872,0.5112,0.10000000000000042
0.8828,0.8701914474600914,0.00015897559715163733,0.8342698906749487,0.0023551715111014317,0.7830249321946136,0.009955064155569468,0.6496914471587837,0.054339597407726155,0.516,0.10000000000000042
0.8738,0.8712960080552342,6.269975659452035e-06,0.8212740778431297,0.0027589724984296037,0.8496345670128091,0.0005839681514584127,0.3776264810790863,0.24618816087836232,0.5172,0.10000000000000042
0.8742,0.8702042472743551,1.596603984449862e-05,0.8038906178772449,0.004943409214483589,0.8270363820176745,0.002224406861182736,1.5825061085958043,0.5016975434741314,0.5242,0.10000000000000042
0.8786,0.848864229049067,0.0008842160740463537,0.8279792109534144,0.002562464283698923,0.8022437427451947,0.005830278021962011,0.520001951363955,0.12859256048557932,0.5264,0.10000000000000042
0.8756,0.8994097876722676,0.0005669059889984663,0.854217475926876,0.0004572123357377283,0.6233773036182357,0.06361628857008766,0.547377670945925,0.10772989728968149,0.5246,0.10000000000000042
0.8726,0.8661072497922613,4.215580526009174e-05,0.8377578919678926,0.0012139724921210438,0.9415180188714983,0.004749693325172194,0.5790492688914982,0.08617203173433595,0.5226,0.10000000000000042
0.8778,0.8720992669001874,3.249835787529979e-05,0.8604476052761078,0.0003011056026537644,0.9501685772698187,0.005237210976057722,1.949866716269682,1.1493270441332593,0.504,0.10000000000000042
0.8794,0.8870106083947368,5.792136013803852e-05,0.8477637838125229,0.0010008501746607836,0.9991870356880829,0.014348933918938048,1.1917691967461652,0.0975745150758445,0.517,0.10000000000000042
0.8898,0.8882993914497126,2.2518260211957756e-06,0.86420517026186,0.0006550953093243803,0.8683711864613515,0.0004591940496741679,0.4879971993974986,0.16144549057201354,0.5234,0.10000000000000042
0.8726,0.8861231009371298,0.00018287425895579864,0.8372897934854031,0.0012468106841034836,0.8963586433932562,0.0005644731358879152,1.0873365511859265,0.04611178641522603,0.521,0.10000000000000042
0.881,0.851664008765092,0.0008606003817346015,0.828452265766263,0.00276126437309946,0.9288791724121161,0.002292415150869144,0.8767768547615536,1.783495570501214e-05,0.5194,0.10000000000000042
0.872,0.8608736183732881,0.00012379636810323143,0.8053660750716924,0.004440079951351327,0.7269950940691712,0.021026422744008514,0.5492650052929542,0.10415787680855688,0.5222,0.10000000000000042
0.875,0.8588574322575699,0.00026058249331894345,0.8508037825644016,0.0005854569381907566,0.7946838814281834,0.00645067890244211,0.49373141828974976,0.14536573139934578,0.5224,0.10000000000000042
0.871,0.8694946216870171,2.2661638651992993e-06,0.8583070078849793,0.0001611120488319784,0.9307855973857255,0.0035743176547680714,0.5014989878791163,0.13653099795835744,0.5242,0.10000000000000042
0.8814,0.9073475691920467,0.0006732763469760548,0.8843869807213545,8.922053829743474e-06,0.9381370041368944,0.0032190876384299745,0.46920899495632146,0.1699014246389178,0.5266,0.10000000000000042
0.882,0.8805939636912079,1.9769381016417203e-06,0.8206442114695907,0.0037645327861883116,0.8900822844169308,6.532332139616273e-05,0.5817383772610467,0.09015704208982951,0.5184,0.10000000000000042
0.8732,0.8604304676043699,0.0001630609576030455,0.8345515942573547,0.0014936992664481364,0.8180380386275867,0.0030428419824516115,0.8351616204698407,0.0014469183172804434,0.5254,0.10000000000000042
0.8752,0.8545688137436668,0.0004256458463435119,0.8107770972549916,0.0041503103980928095,0.9165925937675209,0.0017133468188030112,0.6531699697657696,0.04929733432581326,0.5204,0.10000000000000042
0.8776,0.8907529509608207,0.0001730001189777541,0.8538138271659612,0.000565782018090767,0.8327261976299316,0.00201365813914796,0.6633436495661279,0.04590578370124222,0.5356,0.10000000000000042
0.877,0.9148147096734001,0.001429952267683536,0.8957623055040836,0.00035202410782856735,0.8903343029195719,0.00017780363435090474,0.8427201109722624,0.0011751107917540046,0.5188,0.10000000000000042
0.8788,0.8738883868260926,2.4123943970100972e-05,0.848670488896966,0.0009077874393078538,0.7888348553269517,0.008093727256042507,0.787846569045769,0.008272526602346071,0.5298,0.10000000000000042
0.881,0.8576736640439837,0.0005441179491329388,0.867913842266798,0.00017124752421824216,0.8377352642020564,0.001871837363665867,0.7524718098606065,0.016519495660508098,0.5806,0.3000000000000004
0.8824,0.8781029528404651,1.8464614291266334e-05,0.8438531226813794,0.001485861751016788,0.8757695704879618,4.3962595514106896e-05,0.6489449697410155,0.05450125115322337,0.5888,0.3000000000000004
0.8784,0.8826889120796511,1.83947668269771e-05,0.886403041678667,6.404867611048201e-05,0.8726683963054431,3.285128091145751e-05,0.45001882159768986,0.18351043400935182,0.5802,0.3000000000000004
0.882,0.8787828966637996,1.0349753875791742e-05,0.8983537262439728,0.0002674443620628047,0.8791793100879369,7.95629158001442e-06,0.6140280398423051,0.0718089714307572,0.581,0.3000000000000004
0.875,0.8990376389272279,0.000577808085195781,0.9122663221716881,0.001388778768204054,0.9521477156868341,0.0059517700356965875,0.7275955172799193,0.02172808152597456,0.5798,0.3000000000000004
