actual_value,cme_estimator,cme_estimator_square_error,direct_estimator,direct_estimator_square_error,doubly_robust_estimator,doubly_robust_estimator_square_error,ips_estimator,ips_estimator_square_error,null_reward,multiplier
0.877,0.6854721551620839,0.03668291534825686,0.435275495905356,0.19512053751765915,0.6600002553748038,0.04708888916740038,0.20740315465603412,0.448359935294591,0.3096,-0.7
0.8748,0.6748035160316795,0.03999859359969067,0.589732239849343,0.08126362787731253,0.5832058504738037,0.08502714803790574,0.15636632066657835,0.5161469516005577,0.3086,-0.7
0.8774,0.6820918179616313,0.03814528597113254,0.5692643109250813,0.09494760288167492,0.6176682942885569,0.06746055895177569,0.48774070673529757,0.15183436482754734,0.2958,-0.7
0.8688,0.7312960967669702,0.01890732340431844,0.48197386880618287,0.14963445577437623,0.7299116112273912,0.01928998453585132,0.37780139688328773,0.24107962826256274,0.3122,-0.7
0.8692,0.6838462573199934,0.0343560099254861,0.5708858520010021,0.08899133089636803,0.6077785121866549,0.06834119429054292,0.17596708442085357,0.48057187524236383,0.301,-0.7
0.8752,0.7542119070804891,0.014638118628300192,0.7713858363837004,0.01077738056735182,0.864793286298771,0.00010829969005934804,0.5601910057339855,0.09923066646848594,0.31,-0.7
0.8818,0.651233777701741,0.05316078286489022,0.5943432950970251,0.08263135719367601,0.5805373974988451,0.09075915566576885,0.2151218312540901,0.44445978068239994,0.304,-0.7
0.8774,0.6714297885975853,0.04242372798515539,0.5479601957254112,0.10853058464047934,0.5380198761999896,0.11517886843051037,0.09203613112907427,0.6167964065279086,0.313,-0.7
0.8772,0.7339289936282394,0.020526581266777068,0.6660485445363447,0.044584937144420016,0.5592146331779897,0.10111469351292844,0.281672420038647,0.3546530984946257,0.316,-0.7
0.8722,0.6950748606385792,0.03137331499380275,0.5396800475152937,0.11056951880043128,0.6269179930036868,0.060163262956139434,0.12708713943458266,0.5551931749799791,0.3092,-0.7
0.8746,0.7213268919435744,0.023492645653276745,0.60598874708915,0.07215200519033667,0.6990535283678025,0.03081656370251392,0.8041673512377036,0.004960758011673025,0.3032,-0.7
0.874,0.6776493629628473,0.03855357266489569,0.609617083754763,0.06989832640233601,0.6624894406719304,0.044736716707272854,0.15620930843151595,0.5152234769023626,0.2986,-0.7
0.879,0.6315195681410108,0.06124656415311178,0.5677204731775185,0.09689494381882797,0.7009418550412604,0.03170470298614753,0.47573781515665325,0.16262038972462955,0.304,-0.7
0.8794,0.7046758992773495,0.030528511373338892,0.4717597291123122,0.16617059044938748,0.5868686315306025,0.08557460153857836,0.10633453230775979,0.597630217338222,0.3126,-0.7
0.8762,0.7145677212815958,0.026124993523703878,0.5760314008126617,0.09010118793808895,0.6557132917008155,0.04861438853660967,0.1888985496003766,0.47238328372142585,0.3068,-0.7
0.8842,0.6637281445147287,0.04860783906111833,0.582135906351218,0.09124271667186011,0.7533641796045637,0.01711801189854686,0.4179263772093048,0.2174110913103595,0.2978,-0.7
0.8752,0.6795871381248312,0.038264391730993864,0.5297200225630165,0.11935641480985859,0.6796666261001209,0.038233300308669935,0.5237217513503908,0.1235369592737965,0.3068,-0.7
0.8722,0.7246244597847923,0.021778540069810382,0.6622599293105305,0.04407483328109946,1.0049052590455292,0.017610685778341014,0.9211019088127579,0.0023913966855312898,0.3162,-0.7
0.8822,0.6456419243418093,0.05595972315910625,0.626668004437536,0.06529660075613511,0.5074616405298757,0.14042883805836004,0.1299661872079914,0.5658557091076025,0.2966,-0.7
0.8862,0.6930405944881107,0.03731055593770648,0.47241220898665487,0.17122033599170378,0.741816033956467,0.020846729650460086,0.3708780563620314,0.26555670559481365,0.2986,-0.7
0.8782,0.6687149654776563,0.043883979688827526,0.5287766745843925,0.12209666034450153,0.5093352744979301,0.13606118571971731,0.2206425427790808,0.43238180954684097,0.31,-0.7
0.8798,0.7141169037014672,0.027450888399068906,0.5412335040516526,0.11462727217874236,0.4498071756291673,0.18489382901040582,0.10466125455511617,0.6008400746898684,0.2988,-0.7
0.882,0.7414038151632937,0.019767287190637292,0.7509170290261507,0.017182745279331033,0.7384462857807422,0.020607668866144332,0.1684495541135356,0.5091542388247722,0.3502,-0.4999999999999999
0.8804,0.7255600268524761,0.023975417284325905,0.6207365951089426,0.06742508383961718,0.7863910185891805,0.008837688585899802,0.5178247592282127,0.1314608052207195,0.338,-0.4999999999999999
0.8762,0.7026853630368102,0.030107329240467554,0.6429493319859146,0.054405874129017054,0.6790266404021442,0.03887733373510534,0.3268053218606677,0.30183451236782055,0.3382,-0.4999999999999999
0.8728,0.7370446708865898,0.018429509382690334,0.6563064110577106,0.04686947405311298,0.6996833612964075,0.029969370596030182,0.21094664553959,0.4380498628104972,0.348,-0.4999999999999999
0.883,0.7345562642908479,0.022035542671288613,0.713318988159299,0.02879164577928413,0.8287738327529767,0.0029404772143021467,1.330149597619855,0.1999427626515982,0.3502,-0.4999999999999999
0.883,0.7585573743388816,0.015485967081433247,0.7560429879158735,0.016118082917329035,0.6194013625135187,0.06948424168472937,0.15273682281331352,0.533284307954794,0.3514,-0.4999999999999999
0.8664,0.7321092206134171,0.018034013428255866,0.6730044385811313,0.03740184317651938,0.6051366407708437,0.06825854287570313,0.4274237754277282,0.19270012573972556,0.3548,-0.4999999999999999
0.8732,0.7404895094667308,0.01761207429758094,0.6385593065924943,0.05505625500275509,0.7377925142388775,0.01833518720014859,0.27143352875267895,0.3621228859174528,0.3462,-0.4999999999999999
0.8774,0.7848379543356777,0.008567732297564077,0.7351044464185834,0.020248024569041786,2.511211099637992,2.6693387093003045,17.469397045962104,275.2943659732151,0.3492,-0.4999999999999999
0.8656,0.6987701301617708,0.027832205470240505,0.6326187359541655,0.05428026939639487,0.4848972536132662,0.14493458110640178,0.12875281156464544,0.542943779105087,0.3374,-0.4999999999999999
0.8696,0.715818438636908,0.02364876861527045,0.7026611989483237,0.02786856329657118,0.4689901416110635,0.1604882586384038,0.1375652819871461,0.5358748283761585,0.3424,-0.4999999999999999
0.8842,0.7252951951317539,0.02525073701021537,0.6501381899103522,0.05478493094244234,0.660714596033803,0.04994572578593425,0.18416147580536,0.4900539353566095,0.3378,-0.4999999999999999
0.8746,0.7428133910865716,0.01736771028890093,0.7264566330734641,0.021946457164330267,0.7881353778329306,0.00747613088649407,0.2569733200572112,0.38146271577715213,0.3524,-0.4999999999999999
0.877,0.7448392002682118,0.017466476985745823,0.8098841513842344,0.004504537135414363,0.8382460166350968,0.0015018712266471948,1.001775067230196,0.015568817402299916,0.3528,-0.4999999999999999
0.868,0.794675124295128,0.005376537397134929,0.7060742467890494,0.026219949552933677,0.710272044210512,0.024878108037530666,0.2722131703856107,0.3549619463419654,0.3436,-0.4999999999999999
0.8782,0.8154549367758129,0.00393694295900723,0.7000285083189607,0.03174508044784666,0.7804936805836208,0.009546524853895517,0.26440486515948913,0.3767444675538809,0.3586,-0.4999999999999999
0.8832,0.7478173403794073,0.018328464525945262,0.6517639085628092,0.05356266441972374,0.69063906158509,0.03707971500323074,0.23773652060088588,0.41662310323801055,0.3422,-0.4999999999999999
0.8712,0.7551095022565716,0.013477003666316953,0.7355735342174768,0.018394538220657917,0.777768379336548,0.008729467739799192,0.453227276632578,0.17470119747917945,0.3464,-0.4999999999999999
0.876,0.7694880358561949,0.011344798505771234,0.59595689951413,0.07842413812973908,0.6817930175614692,0.03771635202787983,0.23810843961490522,0.406905642810531,0.348,-0.4999999999999999
0.875,0.7918753592897854,0.006909705893202273,0.5680766330855956,0.09420195315807409,0.5395799391102484,0.11250661724728468,0.14549375611931437,0.5321793598609064,0.3512,-0.4999999999999999
0.8676,0.7392702908535242,0.016468514249619072,0.6151190305650234,0.06374663992682562,0.6798889150069659,0.035235451429262085,0.1244848886093694,0.5522200687771095,0.34,-0.4999999999999999
0.8708,0.7653941016692338,0.011110403402915818,0.66045194946751,0.04424630236281899,0.7626078788721926,0.01170553507413415,0.294239920297427,0.3324215255066373,0.3562,-0.4999999999999999
0.8726,0.7567111506088022,0.01343022541321573,0.6808586159743368,0.036764758348076854,0.675819393555346,0.038722607072725804,0.22263622837440922,0.42245290442576316,0.3448,-0.4999999999999999
0.8916,0.7978656398662448,0.008786130269684504,0.764667327746749,0.016111903285351236,0.89468117504809,9.493639676972559e-06,0.37127544898073056,0.2707376383934042,0.3568,-0.4999999999999999
0.8762,0.7806484295914998,0.009130102607530562,0.7766036805227399,0.009919426853416461,0.7054397970657684,0.029159046906139942,0.250254058168434,0.3918083220954063,0.349,-0.4999999999999999
0.8828,0.771797189075812,0.012321624033071046,0.7858772456884384,0.009394020303339334,0.705517859040096,0.031428957503327276,0.15355450435491114,0.5317989929186514,0.3412,-0.4999999999999999
0.8746,0.7219551747879684,0.023300442664011677,0.7211392106249929,0.023550213875600315,0.7837808543497548,0.008248117216640469,3.164432060503384,5.243330865309174,0.3492,-0.4999999999999999
0.8708,0.7782232199317731,0.008570460207800851,0.7572667055666447,0.012889808944890958,0.7956923787103365,0.0056411547757915185,0.6977190446239624,0.029957017113881927,0.3558,-0.4999999999999999
0.8738,0.7167348585634906,0.0246694586544707,0.6581514834538102,0.046504282688572283,0.7233094967180586,0.022647391578052036,0.6834309735913555,0.036240366215775185,0.35,-0.4999999999999999
0.876,0.7177261068590625,0.025050625249988915,0.7355806254148484,0.01971760075888513,0.619746575862928,0.0656658173819741,0.529447222878365,0.12009882733071764,0.3498,-0.4999999999999999
0.8734,0.745935225045008,0.01624726885432675,0.6174597729428206,0.06550539982608052,0.6335864005325328,0.05751056248954277,0.203461984456338,0.4488169446705798,0.3482,-0.4999999999999999
0.8852,0.7839476772729796,0.010252032857616679,0.8085989002108573,0.00586772848890619,0.7281676702416404,0.02465915258933818,0.2828867174073646,0.36278129038751583,0.351,-0.4999999999999999
0.8772,0.7328583124949248,0.020834522751812766,0.6627699235490058,0.04598025768677922,-0.08558452545018942,0.9269540424463465,0.2549269178517782,0.3872237887662477,0.3528,-0.4999999999999999
0.8682,0.7273777855329289,0.01983089608740977,0.6440349212944507,0.05024998251106509,0.7018690646497182,0.02766598005449961,0.15575996092461222,0.50757080927774,0.3488,-0.4999999999999999
0.8796,0.7627113342915482,0.013662960171102195,0.715893701619003,0.026799752129608032,0.8252544939720923,0.0029534340254293604,1.2877018517046994,0.16654712136480443,0.3634,-0.4999999999999999
0.8722,0.7317045587244453,0.019738969019212835,0.6795213413004647,0.037125065518251996,0.7876427600365707,0.007149926830232954,0.1558277555694291,0.5131891925904937,0.3458,-0.4999999999999999
0.8732,0.7183996492629413,0.02396314858831638,0.6004694378815592,0.0743819595134407,0.7330617741186174,0.01963872235318141,0.2301093718733997,0.4135655559842652,0.348,-0.4999999999999999
0.8758,0.7242766939039924,0.02295931229026442,0.6660576838966459,0.04399183916439933,0.6962884071315795,0.032224411974157575,0.5067638103895793,0.1361877092421784,0.3464,-0.4999999999999999
0.874,0.7541732321976021,0.014358454281969775,0.6646373303119093,0.043832727458924574,0.7813542687076336,0.008583231526697361,0.8404343901389509,0.001126650165344154,0.3464,-0.4999999999999999
0.8718,0.7387283673749439,0.017708059409497913,0.7895543595969677,0.006764345365304896,0.7616393969808253,0.012135358457548212,0.4921146853049544,0.14416093819507583,0.353,-0.4999999999999999
0.8774,0.8160080270980223,0.0037689743367971544,0.7760215665986295,0.010277586758916098,0.8247380474931247,0.0027732812418363815,0.5394530616086884,0.1142081331680609,0.3542,-0.4999999999999999
0.8788,0.7416783039746023,0.018802359520881568,0.7695113769054412,0.011944003137904526,0.7577486452965008,0.014653430475552393,0.3629173713737331,0.2661348865183469,0.3512,-0.4999999999999999
0.882,0.7453159744025151,0.018682522853533917,0.7408738624483346,0.019916586700251572,0.6441804430522012,0.056558141666847306,0.17454665836443373,0.5004902305913292,0.342,-0.4999999999999999
0.8712,0.7219435237719146,0.02227749569602501,0.6680002349622548,0.041290144511394844,0.6976381920294833,0.030123701185994507,0.24995959760145578,0.3859396375723051,0.3368,-0.4999999999999999
0.8868,0.7095924137809515,0.03140252861358152,0.7095794868320227,0.031407110287521245,0.6151154751051272,0.07381248106735278,0.13780911944051383,0.5609873391612746,0.353,-0.4999999999999999
0.8808,0.7403023558508292,0.01973958801146705,0.7049623464375734,0.03091888041033997,1.5489515543085766,0.4464264995249667,2.697151634912302,3.299133261648593,0.348,-0.4999999999999999
0.8738,0.7808660415710797,0.00863672062926828,0.7059316134862602,0.02817979519072634,1.1070978957765478,0.054427908173764965,1.2193785137752708,0.11942450918312504,0.3524,-0.4999999999999999
0.873,0.7636939145076074,0.011947820325670246,0.6826261821985244,0.03624219050430941,0.748376197128003,0.015531092242278376,0.2681260598582428,0.3658724834626141,0.352,-0.4999999999999999
0.8802,0.7643206794682921,0.013428016926890302,0.7578511736008804,0.014969235321241904,0.7439528095857197,0.018563296895785137,0.3918012152427634,0.2385333729523455,0.351,-0.4999999999999999
0.872,0.7483629808817207,0.01528611249645376,0.5825019998818636,0.08380909207240052,0.7926206067491547,0.006301088072872346,0.7544578289885231,0.013816161966091282,0.3552,-0.4999999999999999
0.8738,0.8353519590680585,0.0014782518515042522,0.7269552607272788,0.021563377452073478,0.7288547962834916,0.02100911208042013,0.4946377242748217,0.14376403133309612,0.3938,-0.2999999999999998
0.8758,0.8323620588034975,0.0018868547353908154,0.8178186267852783,0.003361839639864852,0.7836149773473168,0.008498078401475723,0.25733061909145377,0.3825043751214004,0.3998,-0.2999999999999998
0.8824,0.7828679809904067,0.009906622808126042,0.8092666796326637,0.005348482547951435,0.6833018471632509,0.03964007446300548,0.18526966553706498,0.48599070322840354,0.3956,-0.2999999999999998
0.8764,0.7568726357787259,0.014286790797685111,0.6325552672617137,0.05946025368420624,0.7183753571062971,0.02497178776168232,0.41232849871686694,0.21536235830318093,0.4056,-0.2999999999999998
0.8726,0.8171453372136895,0.003075219624743411,0.7763770278289914,0.009258860373422698,0.5730095362671003,0.08975444595969394,0.24309312166198924,0.3962789098748671,0.4016,-0.2999999999999998
0.8764,0.8313781527003339,0.0020269667342744492,0.7648460747838021,0.012444278231141071,0.8166207766241841,0.0035735555474156904,0.3480623759611759,0.27914064497498975,0.4098,-0.2999999999999998
