exp_reward,pred_reward,optimal_reward
0.3837991711994248,0.3719904061932775,0.7026049565755303
0.3991919232990962,0.37922304941716384,0.7026049565755303
0.41547898734457217,0.3835522426324524,0.7026049565755303
0.42546241385498174,0.3863958136443789,0.7026049565755303
0.42507339000841754,0.3862772117401651,0.7026049565755303
0.43197198978333595,0.38906294927538493,0.7026049565755303
0.4383947946641683,0.3904982934506817,0.7026049565755303
0.43680511269541394,0.39014857280371795,0.7026049565755303
0.442708614969963,0.39146361355179765,0.7026049565755303
0.43881205040920623,0.3911085467858098,0.7026049565755303
0.4483711358526953,0.3934392435996978,0.7026049565755303
0.4487564414220551,0.3931211781850864,0.7026049565755303
0.4437695776058509,0.394273967313047,0.7026049565755303
0.44507539945570834,0.39287093160598124,0.7026049565755303
0.4522413652762713,0.39370652190809075,0.7026049565755303
0.45004482935550044,0.3941812061539984,0.7026049565755303
0.45420263372491443,0.3956247945426865,0.7026049565755303
0.4559529392902291,0.39610950446952115,0.7026049565755303
0.45394340432377706,0.394613810370848,0.7026049565755303
0.46482378209028413,0.3991097376706273,0.7026049565755303
0.4620489038956786,0.396571425474719,0.7026049565755303
0.46293083552685754,0.3978341879141108,0.7026049565755303
0.4665181433155194,0.3982560692805521,0.7026049565755303
0.4730393287781097,0.4000815902889169,0.7026049565755303
0.4652320892286106,0.3979873105344906,0.7026049565755303
0.4703295658870949,0.39979239134321937,0.7026049565755303
0.4775703498374782,0.40169790658728444,0.7026049565755303
0.4794658894583174,0.4007805141464034,0.7026049565755303
0.4749683123616644,0.4006046034984228,0.7026049565755303
0.4845272718721543,0.40240058723362615,0.7026049565755303
0.4855222132778321,0.4032373878078006,0.7026049565755303
0.478798366348672,0.4022048517968339,0.7026049565755303
0.4819086464103466,0.40172205215557844,0.7026049565755303
0.48803262948524867,0.40318233515612495,0.7026049565755303
0.4900519940599421,0.4034171025332418,0.7026049565755303
0.48600453804680144,0.4046682917802626,0.7026049565755303
0.4889555409633796,0.4041104190508397,0.7026049565755303
0.49148027804586486,0.4055861890993085,0.7026049565755303
0.4925880767599876,0.4058521611134694,0.7026049565755303
0.4944228302947617,0.4059972610805996,0.7026049565755303
0.49604233711056844,0.40628048988945853,0.7026049565755303
0.49596956040337703,0.4060209956593096,0.7026049565755303
0.4944458363226003,0.4052729881189778,0.7026049565755303
0.4952602405054839,0.4061023456253645,0.7026049565755303
0.5027346376791075,0.4058825045466884,0.7026049565755303
0.5083013331489824,0.4076480108882971,0.7026049565755303
0.5011945181897067,0.40837474474885765,0.7026049565755303
0.5002518828321054,0.40714853008584034,0.7026049565755303
0.5039725600379896,0.40768213207613735,0.7026049565755303
0.5026735403770044,0.4086986596391834,0.7026049565755303
0.5100403028146331,0.4105092903575287,0.7026049565755303
0.5123835639379661,0.41010355942540483,0.7026049565755303
0.5115758739297741,0.40992166357508153,0.7026049565755303
0.5111959145590155,0.4111332526187752,0.7026049565755303
0.5077779458037897,0.4088707789403166,0.7026049565755303
0.5154550869845206,0.41035870515644235,0.7026049565755303
0.5110776961789886,0.41068535873972245,0.7026049565755303
0.51122637712514,0.4109158770115885,0.7026049565755303
0.5203505024059856,0.412547765692305,0.7026049565755303
0.5195044523464757,0.41277374602831685,0.7026049565755303
0.5201224772313825,0.41279812343879024,0.7026049565755303
