direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_users
0.6192511557226581,0.8135922101354408,0.8177912394416351,0.7942,0.3892,0.030607098113977632,0.00037605781393709254,0.0005565465783925598,30
0.6332163622023889,0.4572894658597993,0.8056900525303405,0.79832,0.3936,0.02725921121400478,0.11630182521595062,5.431767429997855e-05,30
0.5416593183122372,0.7280888776383763,0.7346066702771943,0.79544,0.3796,0.06440463439790559,0.004536173683370418,0.0037006940051636018,30
0.5891688014964084,0.6062962948997711,0.7736700111811228,0.79781,0.3872,0.04353114971301513,0.036677499241217444,0.0005827390601755184,30
0.5762474173481494,0.44436406546932833,0.7583675703817722,0.79712,0.381,0.04878469776729858,0.12443674934660755,0.0015017508013157063,30
0.5904310324584431,0.6249614971774153,0.8377201175993882,0.79434,0.3926,0.04157886704386373,0.028689077218420338,0.00188183460293675,30
0.6193622510639208,0.605938332089687,0.7632146533833797,0.79697,0.3854,0.03154451248214131,0.036493098144596114,0.0011394234252081778,30
0.6801209769061596,0.8656764758577098,0.8708487708626828,0.79516,0.3882,0.013233976834385144,0.004972573367390971,0.005728790034703697,30
0.6228043780398013,0.6193750154120425,0.8466205424309826,0.79687,0.3886,0.030298840748390808,0.03150446955387924,0.002475116472177005,30
0.608505522833329,0.6366437018225688,0.8115074074406203,0.79656,0.3834,0.035364486382429984,0.0255732224227731,0.00022342498919591068,30
0.5328144531201163,0.6276282987042607,0.7809344895037742,0.79697,0.3854,0.0697781529474104,0.02867661179773537,0.00025713759687456643,30
0.6363276603471433,0.8013722967662965,0.8052775665598148,0.79651,0.3788,0.02565838193666317,2.3641929843537002e-05,7.687022338078096e-05,30
0.5930592154716664,0.7857585662285799,0.791528173180077,0.79356,0.3864,0.04020056459647728,6.08623688898552e-05,4.12832022615877e-06,30
0.5563944092963361,0.609265565510003,0.7623259154684299,0.79676,0.3872,0.05777561719432129,0.03515416296472379,0.001185706177527319,30
0.6324261927618732,0.9255145907850181,0.9335500970266477,0.79756,0.4018,0.027269174292958845,0.01637237730296142,0.018493306489317046,30
0.6015793028384436,0.7637232110295732,0.7692561921962793,0.79557,0.3972,0.037632390585226674,0.0010142179677268986,0.0006924164811311536,30
0.5320241869672043,0.8471939937946718,0.7697560721238688,0.79637,0.384,0.06987870886796978,0.0025830783452408302,0.0007083011569959165,30
0.5666100847683281,0.7828247715816117,0.78737879363131,0.79807,0.3974,0.053573692359052724,0.00023241698952883324,0.00011430189361791591,30
0.5961117699771726,0.8575534215823264,0.861289621011414,0.79838,0.3856,0.04091243687656739,0.0035014938217597332,0.00395762041579975,30
0.632739060965033,0.6286917695203499,0.7692378804876174,0.7965,0.3922,0.026817645153614185,0.02815960221671137,0.0007432231603074297,30
0.5560065348377146,0.8013640102680318,0.809388184659333,0.79844,0.3832,0.058773985030593084,8.549836047555375e-06,0.00011986274733485454,30
0.5597489695024968,0.8057931974194075,0.8093972489860822,0.79969,0.3808,0.05757169811620379,3.7249018740261854e-05,9.423068287779424e-05,30
0.6410687374448027,0.8046146527050883,0.8095713040097765,0.79988,0.382,0.025221017114375806,2.241693623779916e-05,9.392137340990946e-05,30
0.5585925905244328,0.7745520271416665,0.7818585977282241,0.79697,0.377,0.05682378934828223,0.0005025655070769761,0.0002283544786194331,30
0.6767316264658854,0.8476677085448722,0.8514756424628231,0.79869,0.3764,0.014873844875086637,0.002398815934306443,0.0027863240502129967,30
0.574023562561007,0.8689798009161434,0.8767146205662778,0.79747,0.3838,0.04992831040417784,0.005113651627066455,0.006279709888693337,30
0.5617617704978024,0.8296254665584889,0.8347594517771482,0.79638,0.3816,0.055045713614745855,0.0011052610466916054,0.0014729823187144431,30
0.6360620172601668,0.8322111501820613,0.8363159720243492,0.79957,0.3886,0.026734860419649606,0.001065444685207878,0.0013502664600142504,30
0.584294701808861,0.7918450334488966,0.7986424920725582,0.79829,0.3806,0.04579398764791452,4.1537593844842846e-05,1.2425066121634977e-07,30
0.6368007018153619,0.6199546839648798,0.9092085962280518,0.79779,0.3926,0.025917554129982333,0.03162539962931106,0.012414103585429647,30
