direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_users
0.5464198356846905,0.5300078711533209,0.6622174769352834,0.79874,0.3824,0.06366546532010477,0.07221695707446812,0.01863839930395607,70
0.6486187714141002,0.555976991101748,0.7180969524805394,0.7986,0.3936,0.022494368928135926,0.058865924446841245,0.006480740659920528,70
0.5967501306008457,0.569305974571257,0.7503736503251709,0.7963,0.385,0.03982015037721954,0.05152628758034484,0.0021092295944546762,70
0.625987050718127,0.7570152847195706,0.7621179958737416,0.79819,0.3962,0.02965385574137531,0.0016953571784244243,0.0013011894816847979,70
0.5689863800069414,0.5567181898093533,0.7839861593742297,0.79374,0.3872,0.05051418969998421,0.05617933850605096,9.51374069529279e-05,70
0.6101123580774379,0.7518911097931892,0.7582216936799335,0.79584,0.3844,0.03449475697411544,0.0019315049504103111,0.0014151369703903525,70
0.5531462494528705,0.5461617080108312,0.7110289045869377,0.7956,0.3824,0.058783821154369684,0.06221946151047382,0.007152270179365286,70
0.5534565174260321,0.7434944654711929,0.7503324121326528,0.79749,0.3888,0.05955234061717912,0.002915517749051602,0.0022238380934665766,70
0.5711177945498356,0.7566850148062938,0.7630931520724306,0.79726,0.388,0.05114029708586436,0.001646329423469475,0.001167373497305654,70
0.5597456018471441,0.5464820240520974,0.700970519282791,0.79655,0.3856,0.05607632298453631,0.06253399259468076,0.009135437134171328,70
0.6137560146936899,0.5596057168453262,0.7333554523173057,0.79499,0.3858,0.03284575743000782,0.055405760756239625,0.003798817468050314,70
0.5867842940935359,0.8336310367317438,0.8419494544851395,0.79593,0.3928,0.043741926299113165,0.001421368170648291,0.0021177901911098207,70
0.5791155806288525,0.7426212830765715,0.7473458900194621,0.79889,0.3896,0.04830079540992501,0.0031661685042089285,0.00265679527368579,70
0.6471024397649977,0.5430275841309983,0.6886547613340558,0.79625,0.3814,0.02224499472405364,0.06412159189853367,0.0115767353835815,70
0.6102124334860338,0.4212635875586867,0.853804456624086,0.79397,0.3868,0.03376684325113469,0.1389100698748743,0.003580162199499634,70
0.6409624821484896,0.7361686843663219,0.7429552726709324,0.79477,0.3812,0.02365675254764268,0.003434114193997965,0.00268476596818562,70
0.7010326174015334,0.5773387886131554,0.7540264502077139,0.79586,0.3924,0.008992232490475961,0.047751519825974045,0.0017500458882236847,70
0.5355212080250304,0.8058377867355604,0.8125183813939333,0.79498,0.3952,0.06731886473311054,0.00011789153279491073,0.0003075948219190646,70
0.5963480235199099,0.5558365925939456,0.7344410949357085,0.79639,0.3874,0.040016792354060936,0.057865941814663216,0.003837666838664603,70
0.6385269252836747,0.5545762640102804,0.726842562613193,0.7964,0.3856,0.024923907720386423,0.058478719288025616,0.004838237095819572,70
0.517935083301375,0.7006604915443583,0.7076143586333375,0.79515,0.388,0.07684811004022558,0.008928267208188793,0.007662488509472951,70
0.576764328075805,0.8013230481883181,0.8081132154272297,0.79592,0.3968,0.04802920853654537,2.9192929725288155e-05,0.00014867450245483312,70
0.5873946522259266,0.5643233235332688,0.7559632678864244,0.79628,0.3826,0.0436330885146956,0.05380389975749183,0.0016254388883178148,70
0.695472889855927,0.8163446733999604,0.8241114445635664,0.79743,0.3904,0.010395252308930621,0.0003577648698271713,0.0007118994839986708,70
0.663415801867947,0.738234613486304,0.7448997280992803,0.7962,0.3872,0.017631643273572306,0.003359986033682168,0.0026317178970877743,70
0.5867629265897157,0.7123829884774856,0.7204960660985295,0.79527,0.382,0.04347519966212168,0.00687025667913344,0.005591141191101491,70
0.560234104318166,0.5684751120720984,0.7449151688408213,0.79623,0.3968,0.05569406277867107,0.051872288975050994,0.0026332118968950147,70
0.6737508301182935,0.5634471314517685,0.7464906442136312,0.79511,0.3946,0.014728048114376892,0.05366768466399518,0.0023638417570815114,70
0.5380350468424965,0.7320517009567711,0.7409268117923353,0.79692,0.4004,0.06702141897136277,0.004207896220761769,0.003135237125658954,70
0.6283838085357139,0.7278389126412063,0.7346485950689852,0.79352,0.3884,0.027269961731329374,0.004314005236633495,0.003465842318551518,70
