direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_users
0.7000056685808604,0.6578076958800971,0.8202218119129024,0.82497,0.396,0.015616084127032547,0.02794323591867489,2.2545290110454975e-05,10
0.662547613699857,0.8729531075850682,0.8748709398281252,0.82403,0.3938,0.02607656108518861,0.0023934704557801506,0.0025848011626070483,10
0.7031195132034607,0.6716391036614865,0.8292792608775351,0.82442,0.3876,0.014713808097077423,0.023342002285999624,2.3612416275942963e-05,10
0.7007186124492818,0.6680246419141039,0.8236183659030156,0.82367,0.3984,0.015117043700646907,0.024225477493686816,2.6660799713931434e-09,10
0.6577127137488193,0.7971855238594802,0.8007591299707564,0.82312,0.392,0.027359570344980006,0.0006725970526831909,0.000500008508464724,10
0.6373125373636617,0.922442648922656,0.9300521480064853,0.82256,0.3958,0.03431662241320155,0.00997654355580657,0.011554561883048146,10
0.6153980013323559,0.6582015549796506,0.8121649051439593,0.82398,0.3932,0.04350645016818911,0.027482492833365024,0.0001395964664572396,10
0.6711444503574903,0.8696075082860276,0.8711801712137663,0.82544,0.3818,0.02380711663948417,0.0019507687881963227,0.0020921632626646636,10
0.6085748697961527,0.8061452929421523,0.8078217138589533,0.82234,0.394,0.045695530891067766,0.00026226853668950037,0.00021078063247330768,10
0.7415916717131371,0.9404179427978832,0.9466265266089098,0.82679,0.392,0.007258755142876065,0.012911309384479,0.014360793109687936,10
0.6728004027552358,0.8872818797658463,0.8887006875102041,0.82552,0.3906,0.023323275382603002,0.003814529792210847,0.003991799274262063,10
0.6283115704343798,0.6508644425103853,0.7843307938964917,0.82622,0.4088,0.03916774649313003,0.03074957154249354,0.00175470558798219,10
0.7224610659509512,0.8304825099693606,0.8342907173605187,0.82309,0.3962,0.010126182367847817,5.464920364709561e-05,0.00012545606939022618,10
0.6958207858528721,0.6493651064903201,0.7854735836839362,0.82111,0.3972,0.015697387181604874,0.029496308446651295,0.0012699541678518214,10
0.6913301584513106,0.7982228708696594,0.8018479774970659,0.82342,0.396,0.017447726240357876,0.0006348953164110623,0.00046535215486709553,10
0.7142260739449441,0.8215883163104578,0.825274983766134,0.82543,0.3904,0.012366313170058343,1.475853357049446e-05,2.40300327620125e-08,10
0.7334962789744838,0.6734026821116108,0.991171393721564,0.82559,0.3884,0.008481253452325617,0.02316097972606164,0.027417197946775593,10
0.7082728172872875,0.6818023258495234,0.833643523106744,0.82364,0.4108,0.013309586847068393,0.020117925808416794,0.00010007047454716146,10
0.6862310892075573,0.8264457364101152,0.8282736597463205,0.82307,0.399,0.018724887506862093,1.1395596310577712e-05,2.7078074755476668e-05,10
0.6211103609063925,0.8239569687496889,0.8271276163194149,0.82252,0.3954,0.040565842719817245,2.0648791875824947e-06,2.1230128146938182e-05,10
0.6699827810613815,0.4770501580592565,0.8126275799456797,0.82455,0.4066,0.023891025170418814,0.12075614014884173,0.00014214409995165923,10
0.7011343755237571,0.4645980252208559,0.8175420429357771,0.82645,0.3912,0.015704005737870726,0.13093685165156635,7.935169905803815e-05,10
0.6343561248405499,0.8061534885364675,0.8063242914745151,0.82444,0.3924,0.03613187959563338,0.00033439650150590336,0.00032817889538032375,10
0.6302240544662437,0.6377518960007356,0.7886321793710843,0.82388,0.3972,0.03750262524057315,0.03464367109836098,0.00124240885908821,10
0.6920556869490861,0.7863189108663157,0.790028516725682,0.82544,0.399,0.017791374968064176,0.0015304596150056706,0.0012539731476873019,10
0.6331499109498905,0.8711685529073675,0.8740305512975053,0.8239,0.404,0.036385596472624696,0.002234316093956604,0.0025130721733918125,10
0.6578073396638557,0.83110404441331,0.8353559456699954,0.82438,0.3956,0.027746451171460487,4.521277327216518e-05,0.00012047138335069032,10
0.68267569675784,0.8251326957667148,0.8289949466701034,0.82555,0.3854,0.02041306652693269,1.7414282311777508e-07,1.1867657559856652e-05,10
0.6826791660678063,0.8124632307444528,0.816087989457154,0.82135,0.3914,0.019229600183450046,7.897466780133914e-05,2.7688754953022765e-05,10
0.7344586369565783,0.8717343651237536,0.8752784784063166,0.82485,0.3978,0.008170598512847654,0.002198143693057443,0.0025430314343763386,10
