direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,multiplier
0.7300349396350759,0.860970328074515,0.8634625014143087,0.82684,0.4528,0.009371219712256598,0.0011648792944740263,0.0013412076098410408,-0.09999999999999998
0.6662259162754018,0.8374962682057249,0.8404246584318212,0.82607,0.4554,0.025550131101756336,0.0001305596051091597,0.00020605621869425734,-0.09999999999999998
0.6509980775381812,0.8234389562542754,0.8275429257673076,0.82698,0.463,0.03096963703335763,1.253899080913541e-05,3.1688541949878576e-07,-0.09999999999999998
0.7052513829773669,0.6965332777360446,0.8468255047946407,0.82473,0.4598,0.014275139925641025,0.016434399599221716,0.0004882113321299915,-0.09999999999999998
0.6782493482501462,0.9043006087016631,0.8896652246996605,0.82591,0.4548,0.021803668075191626,0.0061450875326172485,0.004064728676504193,-0.09999999999999998
0.6832844179699152,0.874767474903457,0.8782551376845326,0.82533,0.4646,0.020176947374265543,0.0024440639248299364,0.0028010701989267276,-0.09999999999999998
0.6850228086519324,0.6797644734842276,0.8232884572848258,0.82626,0.4444,0.01994794421989065,0.02146093928913336,8.830066108104805e-06,-0.09999999999999998
0.6609285481460658,0.8318722773753853,0.8356641979262159,0.82538,0.4644,0.027044280016866828,4.2149665518939436e-05,0.00010576472698558408,-0.09999999999999998
0.7415191110360393,0.6990486120059053,0.845932238274916,0.82733,0.4626,0.007363508664785195,0.01645611450569147,0.0003460432688367508,-0.09999999999999998
0.6675144415164393,0.67070226004716,0.8111449016768268,0.82538,0.4548,0.02492153455532651,0.02392520323691838,0.0002026380242704072,-0.09999999999999998
0.6628687497695163,0.8522519287920317,0.8565818458761668,0.82575,0.447,0.026530301676645454,0.0007023522296979201,0.0009506027201317056,-0.09999999999999998
0.7182280348160525,0.902706677915832,0.8521587353505189,0.82452,0.4622,0.011297981862665523,0.006113156603514052,0.000763899691776021,-0.09999999999999998
0.7039605406375166,0.8618068168963153,0.865987298660357,0.82585,0.4604,0.014857040303678494,0.0012928926813151496,0.0016110027437506941,-0.09999999999999998
0.6527412008045734,0.830165424205556,0.7927458609399521,0.82534,0.461,0.02979034548370317,2.3284718763565596e-05,0.001062377901065735,-0.09999999999999998
0.6342533057694715,0.6684828058557452,0.7941058640769189,0.82461,0.4558,0.03623567103837491,0.02437570075135783,0.0009305023084138068,-0.09999999999999998
0.6849161246742211,0.8351788652258647,0.8358400896375129,0.82454,0.4536,0.019494826560988655,0.00011318545329411226,0.00012769202581582492,-0.09999999999999998
0.6824437730961146,0.6865572300801789,0.8082695517994327,0.82656,0.4574,0.020769486857012173,0.019600775585222358,0.00033454049537763353,-0.09999999999999998
0.6365821171367482,0.6702851332649732,0.7927378661183109,0.82654,0.4574,0.03608399726188892,0.024415583378381005,0.0011425842549556396,-0.09999999999999998
0.7472370571434792,0.6872774863339557,0.8334658454775133,0.82707,0.4538,0.006373298765132509,0.019541946877071177,4.090683937222827e-05,-0.09999999999999998
0.649583169265534,0.8333499230747173,0.835297766241478,0.8247,0.455,0.030665904406483594,7.48211691985276e-05,0.00011231264930901101,-0.09999999999999998
0.6684247826176178,0.6733053368043395,0.8012155726774451,0.8265,0.4556,0.02498777435048738,0.023468604831631875,0.0006393022650295592,-0.09999999999999998
0.6712202556569441,0.8242229316044776,0.8254833703583785,0.82575,0.4578,0.02387944188673021,2.3319378846033965e-06,7.10913657912076e-08,-0.09999999999999998
0.6458780679946209,0.8542417566311317,0.8505923101106069,0.82644,0.454,0.03260261128951513,0.0007729376717766762,0.0005833340836789254,-0.09999999999999998
0.7282539342632933,0.6831464501495793,0.837467734889511,0.8259,0.455,0.009534754153857235,0.020378575994896536,0.00013381249047401044,-0.09999999999999998
0.7037784534717352,0.883818547582964,0.8296415880768652,0.82524,0.45,0.014752907285037834,0.0034314462369295765,1.9373977598401826e-05,-0.09999999999999998
0.6465074879218913,0.6785248709890411,0.8222113766148731,0.82383,0.4574,0.031443273289690994,0.021113580516891387,2.6199416628795372e-06,-0.09999999999999998
0.5879420878361733,0.8459890858818413,0.8632950924120336,0.82578,0.4684,0.056566872462448126,0.00040840715217963885,0.0014073821586834253,-0.09999999999999998
0.6930413049918638,0.8784522129019909,0.881997997220401,0.82658,0.4574,0.01783258306447602,0.002690726471349477,0.0030711544159203697,-0.09999999999999998
0.6423200422372027,0.6738275213700109,0.8127638475504335,0.82576,0.4546,0.03365021810401686,0.02308347806265211,0.00016889997849237423,-0.09999999999999998
0.6916081629071976,0.6857845776404281,0.8218336541403594,0.82885,0.4618,0.0188353218486073,0.020467715074922687,4.9229109222096014e-05,-0.09999999999999998
