direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,multiplier
0.5959565132640505,0.35390410898155894,0.7203271979462191,0.82265,0.298,0.0513899369285021,0.2197227103466722,0.01046995582013722,-0.7
0.7006576182965221,0.7993968971254871,0.8088961164875268,0.82423,0.3022,0.015270133519870053,0.000616682998376141,0.00023512798357409816,-0.7
0.599872333549651,0.3363077538356107,0.6886350271184534,0.82554,0.2922,0.050925895681146006,0.23934819068705368,0.018742971599697032,-0.7
0.7719738847026135,0.7812396520778326,0.7849200129320436,0.82382,0.2968,0.002688019671429892,0.0018130860291728224,0.0015132089938871742,-0.7
0.5872192268910041,0.34762917887610956,0.6609076667308624,0.82766,0.295,0.057811765373251604,0.23042958922887646,0.02780634065070151,-0.7
0.6788070862133417,0.8629714729415453,0.8791111225606104,0.82344,0.2934,0.020918679750418907,0.0015627373529281325,0.0030992738871585116,-0.7
0.526502388700333,0.5085957663283833,0.7206977797296943,0.82435,0.2976,0.08871319955691757,0.09970073608154992,0.01074378276696398,-0.7
0.7479342567780299,0.754954729784912,0.7707315473850201,0.82233,0.3018,0.005534726609549305,0.00453942703655613,0.0026624003122603223,-0.7
0.5534017254181705,0.34520204564867035,0.7340474623218458,0.82288,0.295,0.0726185404715999,0.22817622807327093,0.007891219750340673,-0.7
0.4731281503151663,0.35336030158678905,0.7044683600373275,0.82273,0.3078,0.12222145330305703,0.22030791378850856,0.013985815486660771,-0.7
0.6304374109336359,0.48405608339212985,0.7399448958743917,0.82574,0.292,0.038143101296025085,0.11674789886849397,0.0073607998919239725,-0.7
0.6171209058832541,0.635331002113024,0.6293800292477583,0.82425,0.2894,0.04290246162962381,0.03569038776261927,0.03797430550097956,-0.7
0.6649295729674832,0.7199003475959109,0.7343003861941629,0.82511,0.2942,0.025657769204319433,0.011069070958989248,0.008246385959565275,-0.7
0.6021166622780256,0.8123186323223004,0.8309566069188955,0.82563,0.2992,0.04995821213961736,0.00017719250945090516,2.8372741268425696e-05,-0.7
0.5670726902095452,0.33745754342418566,0.6574705479562807,0.82555,0.2886,0.06681051967651074,0.23823424616621322,0.028250702199316944,-0.7
0.5951527147889133,0.34830092669771995,0.703764540330845,0.82548,0.3008,0.053050658312709276,0.22769986799762276,0.014814653122473693,-0.7
0.5790881258492376,0.7583161543864502,0.7674130753543267,0.82447,0.2928,0.060212264161740595,0.004376331289461391,0.003255492650022048,-0.7
0.6390288123330167,0.8624535003293055,0.8700295912859808,0.82361,0.3002,0.0340702148405541,0.0015088175178327567,0.0021547784551575076,-0.7
0.5889946791907958,0.495885229547444,0.7838606555213373,0.82348,0.304,0.054983365674995385,0.10731833362786283,0.001569692456918938,-0.7
0.6428476620231831,0.7828876742700478,0.7929452517914667,0.82409,0.2886,0.03284878507530272,0.0016976316455570807,0.0009699953409729383,-0.7
0.622603577432853,0.8003279117619877,0.8096104761767867,0.82365,0.2894,0.04041966402704784,0.0005439197997816315,0.00019710822918257305,-0.7
0.5881421883047616,0.7614367228225934,0.7678207897381009,0.82515,0.2934,0.0561727028045656,0.004059381688685041,0.003286638349253047,-0.7
0.5427912150090429,0.6982782051724122,0.705962826744209,0.82524,0.291,0.07977731614286789,0.016119297345842484,0.014227044059891987,-0.7
0.6130119576738655,0.3502872981359745,0.7339088317747843,0.82339,0.2988,0.044258920692976815,0.22382616651104098,0.008006879466949349,-0.7
0.5867858077098079,0.34955635927988105,0.6738555239563798,0.82496,0.299,0.0567269458730854,0.22600862160994398,0.022832562680416994,-0.7
0.6318611789455105,0.6969220847836772,0.7035727549777471,0.82553,0.2836,0.03750761224863586,0.01653999585628886,0.014873569613417834,-0.7
0.7741772644988062,0.3635186495173791,0.7792679818817677,0.82237,0.3052,0.00232253975508803,0.21054456183972503,0.0018577839658644284,-0.7
0.5237618933592357,0.3459923898076423,0.8747353014871793,0.82543,0.2918,0.09100364656422352,0.22986042206695914,0.0024310127547416418,-0.7
0.5940495369599492,0.7744321129005434,0.7714926592193352,0.82465,0.296,0.05317657355428582,0.002521836184733772,0.00282570287887173,-0.7
0.5905917697254568,0.7039504261202949,0.7117995506642357,0.82579,0.299,0.05531820752427706,0.014844881763188123,0.012993822539769448,-0.7
