direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,multiplier
0.7250781568152778,0.8290103379430972,0.8321496052920441,0.80128,0.5266,0.0058067209047489975,0.0007689716424383765,0.0009529325308865957,0.09999999999999998
0.6959049320296734,0.7869631898088806,0.7902695149953423,0.79943,0.526,0.010717439698260736,0.00015542135634139835,8.391448552055885e-05,0.09999999999999998
0.715939744529748,0.8041760291191227,0.8057731411030779,0.80093,0.5138,0.007223343524898712,1.0536705042192101e-05,2.3456015744321835e-05,0.09999999999999998
0.7390195667725654,0.8512661118743449,0.8547332865000112,0.80243,0.5252,0.004020883042090937,0.00238496582300353,0.00273563377870226,0.09999999999999998
0.7054356645022729,0.7045500946239598,0.8149496097856407,0.80178,0.535,0.009282230982498606,0.009453654499433743,0.00017343862190604157,0.09999999999999998
0.6767159214651794,0.8139780486848769,0.8172881298465464,0.79905,0.5172,0.014965626770963652,0.00022284663753805342,0.0003326293802994859,0.09999999999999998
0.7032164326439951,0.7987151094415414,0.8017236645441053,0.80195,0.5182,0.009748317322842759,1.0464516925204612e-05,5.122773859510167e-08,0.09999999999999998
0.7067636564066464,0.8068387471342247,0.8098992650736084,0.80246,0.531,0.009157790177137179,1.917342646548105e-05,5.5342664835410994e-05,0.09999999999999998
0.7060939604744886,0.8009605535201993,0.8014576450609914,0.8019,0.5128,0.009178797209563846,8.825596884097365e-07,1.956778920652768e-07,0.09999999999999998
0.6905156052433833,0.8619804195055152,0.8674700034342604,0.80193,0.5312,0.012413167358983228,0.0036060528827883544,0.0042954920501628606,0.09999999999999998
0.6866958961290118,0.8900226097361857,0.893811033091868,0.79922,0.521,0.012661673951968945,0.008245113934902046,0.008947463541386869,0.09999999999999998
0.7146558685568947,0.8762918854393039,0.8815090545615613,0.8003,0.5326,0.007334917250643905,0.005774766652620289,0.006594910542782631,0.09999999999999998
0.7318569009080071,0.796483565944773,0.7991269012147806,0.80172,0.5172,0.004880852614737611,2.74202416147411e-05,6.724161309906356e-06,0.09999999999999998
0.6773498743468812,0.8132060014203013,0.8146173385011274,0.80146,0.5438,0.015403323289632922,0.00013796854936572146,0.00017311555643325036,0.09999999999999998
0.7488070673594023,0.8326970063294017,0.8341809426979899,0.80055,0.5286,0.0026773310782494315,0.0010334300159425933,0.0011310403067554828,0.09999999999999998
0.7222487825216289,0.8141450678900579,0.8162580471812464,0.80029,0.52,0.0060904316255064005,0.00019196290623811542,0.0002549785307825126,0.09999999999999998
0.6961076323483201,0.7015039869889683,0.8007204508011454,0.80154,0.5308,0.011115984148639011,0.010007203899143306,6.716608893432658e-07,0.09999999999999998
0.6966421118222109,0.700890277636988,0.7996825847134778,0.80188,0.5168,0.011075013108120847,0.01019892402295826,4.828633941441822e-06,0.09999999999999998
0.7010463092287055,0.8066374525324225,0.8090033819800319,0.8003,0.5258,0.009851295131723758,4.016330460070786e-05,7.574885789034301e-05,0.09999999999999998
0.7247817374245509,0.8139213426649327,0.8126600205729025,0.80189,0.5148,0.005945684157404407,0.00014475320632102904,0.00011599334314074417,0.09999999999999998
0.7098543281711189,0.7851894252218249,0.7857708360020522,0.80118,0.5234,0.008340378334996483,0.00025569848173641015,0.0002374423351156501,0.09999999999999998
0.7272901319555486,0.8523749040012244,0.8543790519963737,0.79906,0.5066,0.0051509139591179665,0.002842478988659774,0.0030601975137774925,0.09999999999999998
0.7351081423302321,0.690821802331919,0.7989693331497945,0.80311,0.5162,0.004624252646539365,0.012608639335546021,1.7145121964391002e-05,0.09999999999999998
0.7153464526908357,0.8256034987991776,0.828654596874412,0.79964,0.5188,0.0071054021179623155,0.0006741032698948959,0.0008418468317846381,0.09999999999999998
0.7669225049284261,0.8140908292293649,0.8172951920158297,0.79978,0.5282,0.0010796149823785086,0.00020479983323204434,0.00030678195135138195,0.09999999999999998
0.7378969945094472,0.7673636186055557,0.7700153797929196,0.80404,0.518,0.004374897175323291,0.0013451569521907394,0.0011576747802360648,0.09999999999999998
0.664404519680428,0.8421678183813539,0.8209898585392917,0.79978,0.5112,0.018326520671754835,0.00179672714713064,0.00044985809925676473,0.09999999999999998
0.706251191046313,0.8199453939143853,0.8224271418371497,0.8025,0.5326,0.009263833225003347,0.00030434176882807045,0.0003970909817978827,0.09999999999999998
0.7096935226115278,0.8203542073153476,0.8205598842376672,0.80115,0.5118,0.008364287256308124,0.0003688015786108485,0.0003767436061196419,0.09999999999999998
0.6957590590966102,0.8446784534136342,0.8459425738657077,0.80213,0.5282,0.011314777068672453,0.0018103708878922018,0.0019195416287380927,0.09999999999999998
