direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,multiplier
0.8522237138748918,0.8177833610439391,0.8186677384830264,0.81818,0.7226,0.0011589744543955005,1.57322461465082e-07,2.3788882782490556e-07,0.9
0.8468028332277506,0.8204823015344287,0.8218983979217955,0.81912,0.734,0.0007663392555154566,1.8558654707068822e-06,7.719495011837955e-06,0.9
0.8369803862690617,0.8165623249994745,0.8174594584376567,0.81911,0.7298,0.0003193507054054681,6.490647908302867e-06,2.724287449022807e-06,0.9
0.8263223173286993,0.8048710564869868,0.8054232865501416,0.81757,0.7268,7.660305862225004e-05,0.00016126316634670158,0.00014754264763297106,0.9
0.850563198166879,0.7957324692826447,0.796199012508862,0.81603,0.728,0.0011925417756329312,0.0004119897532219817,0.00039326806487367127,0.9
0.8328596339635347,0.808524077830004,0.8094358617750411,0.81781,0.7298,0.0002264914824363756,8.622835054722357e-05,7.012619101071807e-05,0.9
0.8425138077392127,0.8158551305351319,0.8164629804581951,0.81974,0.7304,0.000518646318942623,1.509221075906457e-05,1.073885707737137e-05,0.9
0.8219831018113058,0.8073146379824157,0.8035709828754138,0.81813,0.7328,1.4846393568288235e-05,0.00011697205557140673,0.0002119649796339937,0.9
0.8145399779588333,0.8224620168046034,0.8247881958674159,0.81822,0.7252,1.3542562223472624e-05,1.7994706570538102e-05,4.314119695274024e-05,0.9
0.8274751607796721,0.7984288164082021,0.790124604158816,0.81716,0.7162,0.00010640254191048541,0.00035085723874963995,0.0007309126282895077,0.9
0.8369050759480097,0.8176119028188136,0.8176023821523868,0.81627,0.7244,0.00042580635938012503,1.8007031751396784e-06,1.7752421999987093e-06,0.9
0.8261755408289763,0.7963748773902031,0.7965304290264145,0.81737,0.7238,7.753754929076725e-05,0.00044079517340040787,0.0004342877183631104,0.9
0.8246057954132668,0.7974800438445507,0.7970595359307054,0.81626,0.7284,6.965230108010607e-05,0.0003526867532005962,0.00036865782047627074,0.9
0.873260380216845,0.8180984555239387,0.818684390677246,0.81726,0.7366,0.0031360425844312112,7.030076656232963e-07,2.028888801425259e-06,0.9
0.8793882952885921,0.808153382855799,0.808096868341527,0.8172,0.7336,0.0038673840709011194,8.184128175375281e-05,8.286700599149311e-05,0.9
0.8415696624280711,0.8104342730339383,0.8112438564138625,0.81895,0.7306,0.0005116491283598922,7.251760576050905e-05,5.9384648970166817e-05,0.9
0.8078177397110576,0.8045689213559133,0.8053209583297175,0.81736,0.7266,9.105473142192593e-05,0.00016361169287921044,0.0001449385243387977,0.9
0.8533385089751296,0.8183486138213094,0.8191178285372225,0.81928,0.7274,0.0011599820336089855,8.674802138558715e-07,2.629958333940291e-08,0.9
0.8323617342387626,0.8000778834317563,0.8007948010861455,0.81963,0.7232,0.00016209705672648027,0.00038228526229818697,0.00035476471812446325,0.9
0.8388027753932894,0.8108964089958881,0.8113282130859137,0.81713,0.7298,0.00046970919324796956,3.8857656806545e-05,3.366073139646282e-05,0.9
0.8335918553686748,0.7993451395628378,0.8002833150888392,0.81786,0.7216,0.0002474912733408996,0.0003428000570075947,0.0003089398524662285,0.9
0.8139703222596131,0.824378791067225,0.8252299664986553,0.81699,0.721,9.118453655788236e-06,5.4594233435104084e-05,6.789704789896213e-05,0.9
0.800819969171358,0.8205229118262951,0.8210281704394892,0.81791,0.7346,0.00029206915372393473,6.827308211992708e-06,9.722986889703916e-06,0.9
0.8546062708751713,0.8344180588705774,0.8336852709628287,0.81756,0.7414,0.0013724261857565665,0.00028419414888385515,0.0002600243636246492,0.9
0.8418559966838015,0.8235075053132035,0.8234673902870918,0.81754,0.7318,0.0005912676947266439,3.561111966311137e-05,3.513395561550988e-05,0.9
0.840973208864225,0.8229972342913711,0.810352583659606,0.81598,0.729,0.000624660489330773,4.924157709999337e-05,3.166781466813325e-05,0.9
0.8506088593823182,0.8202043443583167,0.8199322016124039,0.81563,0.7242,0.0012235206036879942,2.0924626308463982e-05,1.850893871377081e-05,0.9
0.8312821902733225,0.8306049501127504,0.8315989511963047,0.81883,0.729,0.000155057042603029,0.00013864945015776127,0.00016304611465361182,0.9
0.8274474241083565,0.829134013242571,0.830187587557735,0.81775,0.7304,9.404003433733387e-05,0.00012959575750703166,0.0001546935842563258,0.9
0.8498348796554337,0.8085882556574341,0.8089475609177363,0.81793,0.7154,0.001017921345827704,8.726818736186313e-05,8.068421186657843e-05,0.9
