direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_items
0.5357648060074199,0.7810278988481154,0.7939396279477205,0.85098,0.397,0.09936061852377985,0.004893296455563488,0.0032536040438624577,30
0.6472676638964496,0.6038390660034993,0.7914578747129567,0.85081,0.3936,0.041429482586490644,0.060994642239103856,0.0035226747760888793,30
0.625665052718971,0.6060843354035433,0.8010423862624196,0.8486,0.4016,0.04969999071919519,0.05881384757466107,0.0022617266244128946,30
0.696081960001708,0.8201727763634029,0.8347390813986684,0.84651,0.3946,0.022628595217727743,0.0006936493488841276,0.00013855452471917462,30
0.6215432549320865,0.8833004215249708,0.8938964744978893,0.84905,0.3898,0.051759319051396566,0.0011730913746381844,0.002011206274889841,30
0.6183418984186861,0.5849429282258847,0.7751952890869711,0.84782,0.3824,0.05266019910536381,0.0691043548645334,0.005274348635201021,30
0.6338329509113004,0.8371614731769019,0.840530478097325,0.85077,0.3866,0.04706168326731286,0.00018519200229498046,0.00010484780879536259,30
0.6246121187616871,0.6122341663975241,0.8083195178472912,0.84818,0.397,0.0499825975213884,0.055670436394367244,0.0015888580374464228,30
0.5831338714383972,0.6120513454883411,0.894358804161515,0.8495,0.3924,0.0709509144448963,0.05638186352939718,0.0020123123108011553,30
0.6188791508259461,0.8845447477786628,0.8933105984334493,0.84772,0.3958,0.05236813425070208,0.0013560620489621261,0.002078502665520026,30
0.6435267080742474,0.6307617720164526,0.8829592949964563,0.8464,0.4066,0.04115757257679166,0.0464998453678844,0.0013365820506379125,30
0.5844128601503861,0.8517220038685828,0.8599083193053265,0.84771,0.397,0.06932538385298713,1.6096175041523376e-05,0.00014879899387470252,30
0.5932315610893095,0.5851528500606545,0.7842806273150673,0.84767,0.3914,0.06473891919530919,0.0689152540122768,0.004018212569389295,30
0.5767800243568798,0.5795218766048765,0.8166617249346199,0.84815,0.378,0.07364166368054763,0.07216106867878566,0.0009915114665930381,30
0.6771394165923241,0.8609967008828131,0.8693777651238286,0.84952,0.3964,0.029715065535970718,0.00013171466315356188,0.0003943308357131407,30
0.6117552903060066,0.9250946539572579,0.9374253138704141,0.84964,0.3932,0.05658913510619549,0.005693404803809539,0.007706261331327119,30
0.5389293190904073,0.6009897948635256,0.8259290351216712,0.84834,0.3916,0.09573496946093778,0.061182123981055984,0.0005022513467776884,30
0.6557944531754647,0.6052930475148793,0.8088721116845904,0.84939,0.3956,0.03747923575029083,0.05958332221252324,0.0016416992735400048,30
0.6973927244148427,0.8644748238552146,0.872986412113922,0.85017,0.3956,0.0233408959352231,0.00020462798552871634,0.0005205886617523287,30
0.6237956917710844,0.9212557363767641,0.9322669064735423,0.84897,0.3916,0.05070346908637069,0.00522522768353103,0.0069383746280620474,30
0.5885154957374246,0.850843012202128,0.8604759041733661,0.84934,0.3842,0.06802942202381822,2.2590456797456805e-06,0.00012400836175839193,30
0.6601302015803413,0.90772245637109,0.9173578151184598,0.84666,0.394,0.0347933656984785,0.003728623578071267,0.0049981810625239305,30
0.6654769700064229,0.876508272167655,0.8847942877182808,0.84858,0.3906,0.03352671959282879,0.0007799883862706148,0.001311474634942426,30
0.6438236483956411,0.6208753198992728,0.8254516329663354,0.8483,0.4014,0.04181057836542943,0.05172198511891812,0.0005220478761050542,30
0.6098331037296344,0.6053765123040954,0.7864594285879454,0.85025,0.3926,0.05780028401227571,0.05996302497635632,0.004069237001076435,30
0.5946711120507832,0.9065205117848495,0.916753369131458,0.84786,0.3804,0.06410461298096105,0.0034410556428604725,0.004746296310283337,30
0.5859734397780247,0.5989432771242379,0.7971951068656821,0.84841,0.393,0.06887294814114245,0.062233645822372285,0.0026229652787596058,30
0.6821192497512678,0.6112481076862467,0.822945476005803,0.84745,0.4006,0.027334256977808672,0.05579133393259792,0.0006004716961821767,30
0.6329166971137169,0.6057913643641716,0.8264199249440782,0.84943,0.394,0.04687801032672737,0.05935978477448797,0.000529463554079154,30
0.5404935192351485,0.6003497413615525,0.8015404921576744,0.84771,0.396,0.09438196605354032,0.06118709755367962,0.0021316234544025594,30
