direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_items
0.6125122177651464,0.864960536812295,0.8192351691187333,0.835,0.398,0.049500813243783616,0.0008976337660808867,0.0002485298927149395,50
0.6235946078241863,0.6021261224786788,0.8718178932271053,0.8359,0.381,0.04507357954692605,0.054650225811353675,0.0012900950538737416,50
0.5614783962934576,0.8507689086213639,0.8667713881924144,0.83621,0.3986,0.07547745407516865,0.0002119618202452237,0.0009339984482474454,50
0.570707219295502,0.573467230225314,0.7841907389015735,0.83518,0.3862,0.06994585173356947,0.06849357386313783,0.0025999047473635097,50
0.5447519543045046,0.8525360295348801,0.8253683692771118,0.83687,0.3856,0.08533295262095553,0.0002454244813877342,0.00013228750928568651,50
0.6342612452756622,0.9008215248916848,0.9217440257075393,0.83555,0.397,0.040517162778474634,0.004260371961685822,0.007429410067671948,50
0.5574404341899137,0.8725861707327178,0.8925633176259236,0.83528,0.3936,0.07719482432953727,0.0013917503747386904,0.003281378478232442,50
0.569291220049486,0.7944344914517382,0.8067991758606909,0.83576,0.393,0.07100561068831544,0.0017077976567724574,0.0008387293348279831,50
0.6495918238785829,0.874452325359482,0.8941943828241457,0.83555,0.3946,0.03458044326640397,0.0015133909183749975,0.0034391636368249477,50
0.6177068361497919,0.5827621706484621,0.8077280334729586,0.83475,0.383,0.04710773497410826,0.06349786614129976,0.0007301866749885439,50
0.6389319793232408,0.8281951792115381,0.8455009613331874,0.83497,0.3862,0.03843090555086148,4.589819671577581e-05,0.00011090114660108872,50
0.5980709658523281,0.5575303466374708,0.7540671962379397,0.83485,0.3878,0.056064311011904365,0.07690619014111334,0.006525861383659537,50
0.6538543552292354,0.6154194386866486,0.8696865921796642,0.83631,0.3968,0.03329006230871544,0.04879264007732745,0.0011139969055276185,50
0.6040985242162492,0.599623761950076,0.8301198529356406,0.8352,0.3894,0.05340789210942758,0.055496163933754464,2.580789419551985e-05,50
0.5865509916020163,0.8203551712926622,0.8343920908204993,0.835,0.3942,0.06172690977394136,0.00021447100786726366,3.69553570521226e-07,50
0.5645049881217973,0.8151443867532218,0.8431326101074282,0.83506,0.3928,0.07320001445241443,0.00039663165099524983,6.516703394655215e-05,50
0.5552085443630524,0.5877273455822636,0.856377399975779,0.83737,0.3956,0.0796150870471611,0.06232145490473335,0.0003612812538392454,50
0.5891142116901452,0.9143519306428152,0.936783209179817,0.83565,0.3916,0.060779894917561535,0.006193993886906488,0.010227925999008609,50
0.6203169351378698,0.5847153829282407,0.9222059386213548,0.83406,0.379,0.04568609777665682,0.06217273806266231,0.0077697064954396445,50
0.6109983481672168,0.8684739213175868,0.8889564591156197,0.83533,0.3884,0.050324690014025085,0.0010985195203063855,0.002875797117279231,50
0.6350390448451095,0.8077803003902336,0.8251836076395775,0.83593,0.3912,0.040357175863044194,0.0007924055881200782,0.00011548494876414508,50
0.6205338600829501,0.8448446571466643,0.8631424007055276,0.83422,0.3932,0.04566176639264902,0.00011288333948416658,0.0008365052625711063,50
0.6275423378713968,0.8747688101018939,0.8935548795462653,0.83532,0.3942,0.04317155687962797,0.0015562086184552893,0.0033913011957680383,50
0.5118819052640226,0.6047620521664108,0.8296743236575156,0.83771,0.394,0.10616394731927707,0.05426474639988059,6.457209428116292e-05,50
0.6304048432215572,0.8890760940560496,0.9115551574719181,0.83465,0.3944,0.04171608406745068,0.0029621997141979564,0.005914403245780514,50
0.6560525643935408,0.916055790821122,0.9362219199235884,0.83616,0.399,0.032438688360734866,0.006383337390932478,0.010012387818794611,50
0.5198919569602138,0.8474810801413031,0.8676349440387607,0.83825,0.3986,0.10135184356812237,8.521284057515912e-05,0.0008634749361610971,50
0.6271226123589915,0.8419170896920838,0.8726402820032922,0.83641,0.3924,0.04380121062559776,3.032803687665564e-05,0.001312633334038083,50
0.6472266391847931,0.8389922547723292,0.857917125356844,0.83518,0.3884,0.03532646584173138,1.4533286449146456e-05,0.0005169768694928344,50
0.6824290163639999,0.4199626424638931,0.8603235392015803,0.83424,0.3882,0.02304657475252989,0.17162572896709935,0.000680351017280379,50
