direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,num_items
0.5519960853120252,0.5514472627497716,0.6783086262183879,0.6935,0.409,0.020023357872021665,0.020178980160282422,0.00023077783737265032,10
0.5215309371058081,0.652518017009735,0.6553158134812807,0.69212,0.4086,0.029100628379118542,0.0015683170567612353,0.0013545481453046799,10
0.527345541839861,0.6330198501253511,0.6355599532638317,0.69484,0.4136,0.028054393514358546,0.0038217309305240525,0.003514123941042294,10
0.5344444388658187,0.7309034867873788,0.732278077096603,0.69416,0.4226,0.0255090604684064,0.001350083821294282,0.0014529878015425684,10
0.4785183318426183,0.626518775929536,0.6288803610565321,0.69245,0.3976,0.04576675864060008,0.004346926307429736,0.00404109899540287,10
0.4953794286976924,0.6927954317471547,0.696422828791517,0.694,0.4064,0.03945013134445503,1.4509846757625526e-06,5.870099353003759e-06,10
0.4569607110117024,0.6119590421093541,0.6143809527943601,0.6955,0.3986,0.05690099239104257,0.006979091645286665,0.006580299819550834,10
0.5273237226685292,0.6132007964990801,0.6157830452690427,0.69553,0.3988,0.028293351733711652,0.006778097749095878,0.006359576788861349,10
0.5536710958136293,0.6611775755373877,0.6637715086731473,0.69262,0.4162,0.019306797974593237,0.0009886260560870842,0.0008322354518354979,10
0.5705116768368805,0.5565083354155973,0.6859983987533224,0.69333,0.4086,0.015084340504600448,0.018720167899646797,5.3752376840285176e-05,10
0.5330256082635716,0.7662826603691596,0.7736546958342182,0.69376,0.4006,0.02583554468687964,0.005259536267020465,0.006383162422442236,10
0.5226471610786998,0.6667333724108943,0.6691967683281679,0.69595,0.4168,0.03003387397818211,0.0008536113276804925,0.000715735404886719,10
0.484856787982898,0.6459870554252594,0.6483563285555435,0.69476,0.3996,0.04405935841509649,0.0023788001224907267,0.0021533007235250735,10
0.5034505652152982,0.637638851721349,0.6399258439573945,0.69547,0.407,0.03687146333503637,0.0033444417112273176,0.0030851532704853136,10
0.5460331281790402,0.5369388485137976,0.6419569687128283,0.69408,0.411,0.021917876255971726,0.024693341490409627,0.0027168103905634874,10
0.48356684566864594,0.5410478944251815,0.7230167990616901,0.6943,0.4032,0.0444084623344423,0.023486207863115314,0.0008246545483494861,10
0.5509791528369908,0.6956715049496344,0.6993554359967716,0.69412,0.405,0.020489302126543936,2.407167608740067e-06,2.740979007629263e-05,10
0.5099100002624763,0.6992201550546682,0.7012060384618107,0.6962,0.3996,0.03470396400220658,9.12133655423744e-06,2.506042108112795e-05,10
0.5753331915654405,0.520094580029617,0.6265314590536021,0.69727,0.4054,0.01486858525120645,0.03139112944168159,0.005003941175225207,10
0.5471908669306526,0.5402541298311573,0.6638476034512942,0.69426,0.4006,0.021629329901769422,0.023717808046462435,0.0009249138638357298,10
0.4922074527047283,0.5384392960889111,0.6606845517211211,0.69472,0.3972,0.04101133181201965,0.024423658414945454,0.0011584117395442436,10
0.5208421732588051,0.6433063231210705,0.6457825019872678,0.69472,0.408,0.03023349863224099,0.00264336617021097,0.0023948787117461655,10
0.548768745950152,0.6728716026339656,0.6765504518204193,0.69476,0.4012,0.02131344625904727,0.00047910193925342293,0.0003315876449044729,10
0.5085491682418354,0.6210743341722604,0.6235139561072509,0.69289,0.4004,0.03398154225329195,0.005157489858281562,0.004813035466208649,10
0.577184416420039,0.5238416303803468,0.6406937930164799,0.69291,0.4104,0.013392410694922537,0.02858411360584768,0.0027265322717458175,10
0.48114299298447616,0.6261818751595847,0.6218471204454188,0.69648,0.399,0.04637002659040376,0.004941826356078616,0.005570066710608624,10
0.5348693735047441,0.672594506414294,0.6739568131219353,0.69545,0.4094,0.025786137605608897,0.0005223735870462501,0.0004619570821754115,10
0.4965977860505577,0.5389284108371221,0.6493259597206835,0.6932,0.4094,0.0386524305298223,0.02379972322283981,0.0019249314104310882,10
0.490928245273889,0.7334010908546745,0.7362514054425706,0.69408,0.4046,0.041270635448297975,0.0015461481860015666,0.001778427437001672,10
0.49670469678464924,0.6241706435918933,0.6266033541363297,0.69399,0.4098,0.03892149086477289,0.004874742529242224,0.00454096004075571,10
