direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,n_reco
0.35945328613547955,0.4179778935614837,0.5089582284881051,0.70104,0.4184,0.11668148308876176,0.08012415610140994,0.03689540694714779,20
0.3759109597023167,0.46531384831021394,0.46766567058250497,0.69733,0.4156,0.10331019946588377,0.05383149464493782,0.052745704206787675,20
0.42843593494029003,0.42417590832639435,0.47802568165786374,0.69779,0.4246,0.07255161236419048,0.07486467116237229,0.04829635561638382,20
0.41339347904270607,0.5046420334935869,0.5070214268538522,0.70065,0.4172,0.08251630883248824,0.038419122933979144,0.0374920243386131,20
0.3771724021347806,0.5134248308190424,0.5160433063796708,0.70081,0.4174,0.1047412947519695,0.035113201628976104,0.03413873107138862,20
0.3660995714000435,0.5072812630296406,0.5099524343257033,0.69823,0.4294,0.1103106216019908,0.036461420150575505,0.03544844173623913,20
0.43645852264250035,0.4551656935648634,0.5263516187693231,0.69928,0.4166,0.0690751289603787,0.05959179460630777,0.02990422503506232,20
0.40861788687122763,0.4846770883156516,0.4871308651702499,0.70023,0.4244,0.08503762452342795,0.04646305773560051,0.04541124126518802,20
0.39351429897527385,0.5425221659974244,0.5455280536756038,0.69969,0.417,0.09374355989798251,0.024701728045061162,0.02376590569452604,20
0.38575614187880664,0.49448446970951226,0.49690457829114393,0.69693,0.4238,0.09682916997802861,0.04098419273459681,0.04001016932980573,20
0.38962618333404503,0.4178671061353505,0.4747950021260413,0.69967,0.4178,0.0961271682527923,0.07941287099049092,0.05056876466881293,20
0.40911804123309087,0.43706428652254636,0.5065771141506196,0.69868,0.4332,0.08384612796492917,0.0684427815383171,0.03690351875166008,20
0.439445521460082,0.415695584325289,0.4479588829642968,0.69782,0.4208,0.06675737116077456,0.0795941859197971,0.062430577806329365,20
0.3386714565344464,0.42196643897094016,0.4713288100455086,0.69704,0.4244,0.12842801294562237,0.0756654639772079,0.0509455412706725,20
0.42915904350703415,0.4259497932212356,0.513475702588978,0.69985,0.4264,0.07327359392707672,0.07502132327344987,0.034735378735452065,20
0.3539950535996581,0.41404902974882024,0.4935237131959987,0.69687,0.4176,0.11756322886903732,0.07998770121381871,0.041349712356975155,20
0.48597852180643925,0.426371526998385,0.4997369020677896,0.6948,0.4254,0.04360640975494376,0.07205384511797874,0.038049612174911096,20
0.4471743769238357,0.5397671287837013,0.5423404642416579,0.70037,0.445,0.06410802354492708,0.025793282242919054,0.024973334171997128,20
0.3569336945365443,0.42531981165106597,0.502581516144395,0.6996,0.4252,0.11742019689997435,0.07522962172072672,0.038816282980761306,20
0.42090920190419817,0.4089276920123534,0.43082419456881316,0.69724,0.413,0.07635870997626278,0.08312398693716357,0.07097738138354799,20
0.4111313171644046,0.4369588221471663,0.49098163592926064,0.69915,0.4366,0.08295476166235133,0.0687442137438563,0.04333406779988791,20
0.40287524982360334,0.4305677984977392,0.49947424319653744,0.70118,0.4314,0.08898572397780244,0.07323096360190022,0.040685212327657594,20
0.3686702306544663,0.5025210670922288,0.5052669803951645,0.69824,0.4168,0.10861623286646827,0.03830590069855665,0.03723858629540822,20
0.4533528851204512,0.5280275620248257,0.5309037104409676,0.69736,0.432,0.059539472111841324,0.028673474550616244,0.027707696333760422,20
0.3774158261588282,0.4458125633837342,0.5046885313003208,0.69881,0.4242,0.10329421497904939,0.06400770293440144,0.03768314461012056,20
0.32378324480572135,0.4371399370575215,0.4856304875236401,0.69811,0.4156,0.14012051965427744,0.06810537375220119,0.0451475432221916,20
0.34950015907309195,0.5090053805098254,0.5115037106465798,0.69946,0.4298,0.12247189026158677,0.0362729620851472,0.03532756670750659,20
0.36865454604803494,0.5351481766760385,0.5379241913656748,0.69821,0.4234,0.10860679722948577,0.02658915822573482,0.02569154044955951,20
0.43458808955707134,0.4309435077846695,0.5165576591564004,0.6993,0.4308,0.0700723955303451,0.07201520691411675,0.033394763136998344,20
0.37652500448770754,0.4961946824965473,0.4984843129076043,0.69984,0.4188,0.10453258632311371,0.04147141534108206,0.04054411272445077,20
