direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,n_reco
0.45562709446991667,0.654250831264486,0.6618423859152204,0.78644,0.4272,0.10943717846525586,0.017473976330986192,0.01552456543561968,12
0.41426787236698026,0.6861017060520646,0.6936111388181709,0.78789,0.4254,0.13959349425702447,0.010360856784831307,0.008888503665742592,12
0.4466270908700593,0.4337433946323335,0.6591476932779334,0.78869,0.4136,0.11700703380243807,0.12598709266202995,0.016781209230873975,12
0.4311990026655807,0.5101658685320841,0.6418013136650675,0.7859,0.421,0.12581279751003177,0.07602931125636594,0.020764431403453264,12
0.37855554930986723,0.49721524522792226,0.6045611689932746,0.78626,0.4236,0.16622291911254286,0.08354687026125053,0.033014465189210536,12
0.4115043170316091,0.5041547973651607,0.6469732903254425,0.78682,0.4206,0.14086186188202968,0.07989961678059476,0.01955710220679997,12
0.4002602630119785,0.5219521406747374,0.6586824193244102,0.78788,0.4292,0.150249060502663,0.07071762636531667,0.016692014852425545,12
0.45153163295858795,0.5117755724930712,0.6482991754928058,0.78872,0.4172,0.113695994868054,0.07669821592714056,0.019718007955280226,12
0.3778761995049903,0.6226937302055298,0.630594373737695,0.78957,0.4012,0.16949178536602486,0.027847689420516818,0.025273249745492075,12
0.42106064471943894,0.48523900095446076,0.6023843283925473,0.78747,0.414,0.13425581563711642,0.09134357678406474,0.034256705834381826,12
0.3672184101782379,0.44788478313635605,0.6673087270834206,0.78736,0.4374,0.17651895549795774,0.11524342286461806,0.01441230812889102,12
0.41638722209073664,0.5004296208727532,0.6175337478745416,0.78575,0.4108,0.13642886170484778,0.08140771874531581,0.02829670747913576,12
0.43918332057219966,0.7219625628111426,0.7305377015888899,0.78629,0.4252,0.12048304690339377,0.004138019175286403,0.003108318778121479,12
0.41372541156752557,0.5180981899083783,0.6291480373282703,0.78915,0.4308,0.14094362159969281,0.07346908375394456,0.025600628058805593,12
0.39588264358941144,0.43526567663978466,0.7143769616835349,0.78818,0.424,0.15389721584673635,0.12454851963279863,0.00544688846474161,12
0.4541409357251082,0.6816306308508764,0.6904800053866335,0.78844,0.4308,0.11175586437506825,0.011408241338033765,0.009596160544650808,12
0.42455518902025735,0.6996014634178469,0.7091823108158138,0.78514,0.4178,0.1300214059092967,0.007316841240616335,0.0057695705462014225,12
0.450662630783165,0.7169884654973925,0.7260534696260474,0.78934,0.4306,0.11470236041963641,0.005234744544882012,0.004005184926773225,12
0.4172227817123451,0.7071693021715993,0.7152775609033939,0.78647,0.4218,0.13634350821317107,0.006288600676071308,0.00506836338452397,12
0.4339890299755184,0.6956781937987092,0.7107455989433064,0.7863,0.425,0.12412301959959116,0.008212311759184306,0.005708467519035709,12
0.42894746592462213,0.6911126144573038,0.6996379013114588,0.78944,0.4204,0.1299548671240875,0.009668274747662034,0.008064416928866508,12
0.401820809499157,0.6512010899954983,0.6594824868761506,0.78722,0.4248,0.1485325360387051,0.01850114387881274,0.0163168722590656,12
0.4400198163645917,0.629745089232299,0.6372179713540127,0.78827,0.4366,0.12127819040209563,0.025130147333907574,0.022816715358068174,12
0.4995357590644804,0.5378320028018918,0.6727821882374055,0.78872,0.4334,0.08362752520545265,0.06294478713807794,0.01344157619629878,12
0.40996424887242294,0.5004131742680662,0.6209693925136373,0.78942,0.4136,0.1439866670637937,0.08352494531964837,0.028375607162524654,12
0.39141070175906434,0.6986163733860552,0.7062110823874318,0.78918,0.4118,0.15822041462308642,0.008201770465470009,0.006883841289801128,12
0.41116215185608324,0.49378428787418144,0.626839269956594,0.78796,0.417,0.14197661836588615,0.08653934960473247,0.02595988964972011,12
0.41342311664192977,0.4323999949288069,0.6778629832566957,0.78756,0.422,0.1399784074888903,0.12613862920216995,0.012033435482380794,12
0.47104645925563093,0.5064412172774994,0.6248218111042574,0.78703,0.4224,0.09984559802134835,0.07873006498969468,0.02631149654483692,12
0.45051261887870886,0.44156897602890893,0.6340079390024089,0.78753,0.4288,0.11358071517785358,0.11968903010712581,0.02356902321294806,12
