direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,n_reco
0.3842062126311832,0.5830793699975507,0.5871854601143536,0.70923,0.4032,0.10564046235556984,0.015913981450014863,0.014894869715899147,16
0.3927448513557929,0.5327847572237413,0.5364063755534686,0.71204,0.4108,0.10194939194772631,0.03213244206277545,0.030847170036225235,16
0.3584265045784813,0.443036653748359,0.5296808713898006,0.71122,0.396,0.12446325041173312,0.07192230720672756,0.032956455216550516,16
0.3215589977278151,0.43180370850071265,0.5001976245356646,0.70906,0.3968,0.15015702676194786,0.07687105117593782,0.04362349188460501,16
0.4051360310020441,0.4040882984583943,0.5397314316583802,0.71328,0.4032,0.09495270562981323,0.09559950830219341,0.03011910557342588,16
0.3237623571520914,0.44790272454712704,0.522094246192545,0.70664,0.4042,0.1465952893927707,0.06694497770877587,0.03405713524836182,16
0.3986814162223389,0.43581477880368946,0.5230834449631195,0.7084,0.3982,0.09592560113724011,0.07430270281464156,0.034342225570737156,16
0.3616665048238605,0.5864999744548026,0.5907524284550207,0.70771,0.4062,0.11974610055371886,0.01469187029266739,0.01367907354169893,16
0.3827779571561365,0.52908833246463,0.5332243591606933,0.70863,0.4036,0.10617955382551905,0.03223521038138131,0.030767138838247842,16
0.3752222127887463,0.43633247319223767,0.5200351446205697,0.70844,0.3936,0.11103409371396433,0.07404250614543707,0.03549638953054405,16
0.34033461416093075,0.6190612379467111,0.6231606983693032,0.70895,0.4166,0.13587730267728587,0.008079989543472787,0.00735980427428267,16
0.36062701044423384,0.45166381996351074,0.5844779949015533,0.70834,0.4096,0.12090432310580833,0.06588266139812424,0.015341796307007634,16
0.3659574277237597,0.4690309645838599,0.5653190365987145,0.70944,0.4162,0.1179802774575026,0.05779650430971889,0.020770852091714656,16
0.38805039545141023,0.4459471236496045,0.5303255424535429,0.71095,0.404,0.10426415461763563,0.070226524473983,0.03262519466395187,16
0.35343338635477173,0.4277833962285906,0.498540300953044,0.7088,0.393,0.12628543009367693,0.07897033159521731,0.0442091410433165,16
0.3907534014106366,0.5595582519847149,0.5632421068846389,0.71001,0.4016,0.10192477574284994,0.02263572848085486,0.021540814449522057,16
0.3282032254588897,0.5602041834519721,0.564339057110314,0.70941,0.3946,0.1453186049560369,0.022262375691763755,0.021045578470902545,16
0.35824079205694104,0.5614456726044001,0.56514586960904,0.71003,0.4004,0.12375564682520482,0.022077302347602818,0.020991411239144712,16
0.3670573913703974,0.5701093992719123,0.5746987061173161,0.71118,0.4082,0.11842036977004267,0.01990091438978355,0.018627143579891536,16
0.3998646642758256,0.45648192696476253,0.5380965377488837,0.71091,0.4154,0.09674920087576437,0.06473364434842416,0.029864492735218025,16
0.39792982701953544,0.4456570421039692,0.532148994708455,0.70908,0.4078,0.09681443014577304,0.06939165474669402,0.03130458063347674,16
0.3556886901057422,0.4409692702224907,0.5283431248679001,0.7085,0.399,0.12447582038930201,0.0715726913752867,0.03245649965736303,16
0.35767558468292676,0.4455713985727146,0.5352913084079126,0.71085,0.4008,0.12473216763455652,0.07037273637521653,0.03082085419352565,16
0.3577554091635406,0.5379806812512506,0.5423690064571146,0.71091,0.4076,0.12471816502886708,0.02990454928290657,0.02840606650442295,16
0.3639443560541792,0.5722703811120585,0.576573180832706,0.70997,0.4082,0.11973374626811996,0.018961185041884328,0.017794711363951724,16
0.28047593721937003,0.5027928788949981,0.5057132407514742,0.71012,0.395,0.18459402068264588,0.0429845351456881,0.04178212322648479,16
0.3810751454877807,0.44484399286786175,0.5136966624201031,0.71047,0.4062,0.10850097017912615,0.07055717566496278,0.03871974638233207,16
0.34351304676223166,0.45140488754108093,0.5365241234552984,0.70966,0.404,0.1340635913653005,0.06669570311116892,0.029976031746902127,16
0.38325701057880535,0.5380475441677194,0.5416294689495778,0.70644,0.4026,0.10444724465121999,0.028356019181226565,0.027162511145122182,16
0.37199188451757476,0.43943198629897706,0.5150936397066657,0.70967,0.4088,0.11402650967576214,0.07302858404907428,0.03785995998500146,16
