direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,n_reco
0.7056124528167605,0.6783050955353801,0.8818468443431144,0.86563,0.429,0.02560561540654027,0.03509061983267898,0.0002629860404488026,4
0.7168140028110062,0.8789204912158659,0.8854578990119155,0.8649,0.4148,0.021929462563458693,0.00019657417393417298,0.0004226272117841169,4
0.7013316665518905,0.6892237681295679,0.8923241577981805,0.86431,0.4266,0.026561937173523176,0.030655188590586732,0.0007847930371413577,4
0.7427264525034896,0.6940557508367369,0.8997191637947781,0.86514,0.4306,0.014985076610680421,0.029269820311757507,0.0011957185687460927,4
0.6603838624055974,0.9294372071198733,0.9382677588768344,0.86318,0.4232,0.041126273423207835,0.004390017495325799,0.005638171533145638,4
0.7497896358072997,0.9565727834073032,0.9694447987823144,0.86492,0.4374,0.013255000759143805,0.008400232706306033,0.010925433560483304,4
0.6516489192889632,0.8768002414925555,0.8853324435427008,0.86355,0.416,0.044902068006505355,0.0001755688996110392,0.00047447484669094594,4
0.7104792247247173,0.8760231108984433,0.8905348656246378,0.86248,0.4162,0.023104235684287013,0.0001834158528075334,0.000787075485216482,4
0.7044062318195717,0.861594446058576,0.8769988331657086,0.86378,0.4194,0.025399997984028887,4.776646030873743e-06,0.0001747375502628376,4
0.7312905499624188,0.9299648903462275,0.9386422831935779,0.86475,0.4384,0.01781142480433363,0.004252981922870479,0.005460069515559912,4
0.7038244703013954,0.6756587683955749,0.860727901503213,0.86416,0.4224,0.025707482083732133,0.03553271431638512,1.1779300091647932e-05,4
0.6703135267909883,0.8059297268044049,0.8197768914434599,0.86548,0.4166,0.038089952264843886,0.003546235037670017,0.0020887741317308925,4
0.7322964986493471,0.6787763866335282,0.9639109435768264,0.86512,0.4192,0.017642082511046896,0.03472394224247311,0.009759650532799695,4
0.7178091327686411,0.9531722092107564,0.9652056648233268,0.86352,0.4258,0.021231656829314684,0.008037518616369244,0.010339974430561973,4
0.7225568421518751,1.0082967774624205,1.0207466204182511,0.86529,0.4272,0.02037275434929774,0.020450938400186264,0.02416676083186422,4
0.7048272137651982,0.87299616349724,0.8938760856532303,0.86502,0.43,0.02566172876166891,6.361918413470307e-05,0.0008326736792265623,4
0.7482697013652758,0.9587736904474359,0.9709822596434968,0.86318,0.4198,0.013204376732321482,0.009138153653360204,0.011621327184243916,4
0.6976496333095588,0.6873455675348845,0.902115085337969,0.86403,0.4374,0.02768242642004568,0.03121738867551994,0.001450473725200386,4
0.6996634402007318,0.9809772629011407,0.9936856641697582,0.86379,0.4188,0.026937527631542748,0.013732854586261087,0.016872883570102627,4
0.6994188446248949,0.6825279920093715,0.8755563482454232,0.86586,0.418,0.027702658202599866,0.03361062515387585,9.401916929652163e-05,4
0.6906311098613984,0.8942653465539657,0.9007131522458602,0.86636,0.4264,0.03088064282934471,0.0007787083662969257,0.001180139069227251,4
0.7207031406971749,0.9537952037952797,0.9612918207344249,0.86308,0.4226,0.020271170064936443,0.008229248199619139,0.009645561731970816,4
0.6718168497111076,0.851488455059405,0.8672585234131235,0.86213,0.4096,0.03621909517288254,0.0001132424787227029,2.6301752398956236e-05,4
0.7728396443790071,0.6812786300486079,0.8815631159144235,0.86436,0.4218,0.00837597549299301,0.033518788023278505,0.00029594719716509015,4
0.6872823298215864,0.6778043427732551,0.8661213915934375,0.86581,0.426,0.0318721290193324,0.0353461271492603,9.696472446355498e-08,4
0.676430346746509,0.6963212474116562,0.9157371073713046,0.86479,0.4226,0.03547935897377533,0.028381720598672566,0.0025956077495032496,4
0.6779690182734662,0.8887405241289263,0.8967662963324405,0.86482,0.4108,0.03491328937216947,0.000572191474602546,0.0010205658493601015,4
0.6653840024232507,0.6808583808622685,0.885573462655739,0.8652,0.4202,0.03992643288759148,0.03398183254632046,0.00041507798058479275,4
0.7226548231431182,0.926757106537663,0.9357612594758147,0.86416,0.431,0.020023715077297395,0.003918397746887523,0.005126740358522936,4
0.6498067548419217,0.9373923159304662,0.9475745089877142,0.86468,0.422,0.0461705114847636,0.005287080887971933,0.006871499620314234,4
