direct_estimator,direct_kernel_estimator,cme_estimator,actual_value,null_reward,direct_estimator_square_error,direct_kernel_estimator_square_error,cme_estimator_square_error,n_reco
0.5105980165980442,0.5174060202635251,0.5169229972705889,0.62175,0.4752,0.012354763414188672,0.010887666107245886,0.010988700501231971,24
0.4588830545828883,0.5139595898953347,0.5133083296800316,0.62039,0.4782,0.026084493417965895,0.011327432195047232,0.011466484118514402,24
0.4993030054978186,0.48780199570420407,0.5064875321525476,0.61635,0.4716,0.013699998921993676,0.016524589408431958,0.012069761841532502,24
0.49365973096298377,0.4741427235035869,0.5083742892494973,0.62145,0.4744,0.016330352860552975,0.02169943370879069,0.012786116361731329,24
0.4933402530352293,0.4711695056078379,0.49553839727246585,0.62283,0.4722,0.016767594569000333,0.023000905559275038,0.01620315212494438,24
0.4902962458045542,0.501974678785441,0.5407835856690439,0.62087,0.4834,0.017049505284692703,0.014136097406713172,0.006413833760389569,24
0.36788976571942816,0.47092146925928446,0.4750315272062575,0.62169,0.4702,0.06441455892087314,0.022731149861714074,0.021508707642192895,24
0.4573637711243906,0.48558098186237514,0.48701273839441617,0.61987,0.488,0.02640827442337196,0.018033540392367348,0.017651051961334548,24
0.45180123768943614,0.48393515120307284,0.5092230185291293,0.62483,0.4768,0.029938952586725603,0.019851358417508964,0.013364974164806235,24
0.4101355622311812,0.4857862118548357,0.5117634574998967,0.62128,0.4714,0.04458197360071062,0.018358566625926675,0.011993873081176942,24
0.4940393106033478,0.47855445601975954,0.5028029490226962,0.62362,0.4784,0.016791155064511634,0.021044012050283063,0.014596759806852419,24
0.5048789067525975,0.5019946593912785,0.5011311267728566,0.62007,0.4834,0.01326898796353178,0.013941786059865595,0.01414645556454248,24
0.4440384540409856,0.4629744022036999,0.5131794882955171,0.62004,0.466,0.03097654417996308,0.024669602011109123,0.01141916896174394,24
0.4596061766450566,0.46971447857719206,0.47685260862883105,0.61964,0.4714,0.025610824617601217,0.02247766197390083,0.020388239134583364,24
0.4628670644479929,0.4943358698191536,0.49357336005407293,0.61971,0.4816,0.024599706432571044,0.015718672518603812,0.01591045193684844,24
0.44331319784582573,0.49483580408714223,0.49422247884476506,0.61851,0.4752,0.030693919485048883,0.015295306734691927,0.015447387914912975,24
0.44510144325865686,0.4921103629846354,0.509675471065717,0.62171,0.4846,0.031190582314260213,0.01679606591451426,0.012551735673526696,24
0.42463812022038694,0.46019737311028786,0.4591920411989638,0.6224,0.471,0.03910976109396611,0.026309692169923155,0.02663683781600072,24
0.4221151668759895,0.47314722614832844,0.49818544408935206,0.61965,0.4764,0.039020010297330696,0.02146306274623403,0.014753638342570928,24
0.44249434869853776,0.5109524583674602,0.5106511852744944,0.62038,0.4706,0.031643304938945425,0.011974386867741247,0.012040412781064349,24
0.45606389568047473,0.4774468215512019,0.5351902640171512,0.62024,0.4752,0.026953793229535648,0.020389891811510307,0.007233457590752289,24
0.46639576829596635,0.492681225007009,0.4920991693964163,0.61919,0.4882,0.023346077242025927,0.01600447015022723,0.016152079223508815,24
0.3962867550178518,0.4598706759759656,0.4594030951450916,0.61986,0.468,0.04998499587184763,0.025596583801667464,0.02574641831561712,24
0.479797690768898,0.49983211854487236,0.49937833551878186,0.61988,0.4762,0.01962305335951808,0.014411493841864376,0.014520651142744067,24
0.47058688461145903,0.4698605529133801,0.5339332117569532,0.62167,0.471,0.02282610775550717,0.023046108224745235,0.007697744011205228,24
0.4703039943328153,0.47302537062623995,0.47568574758538046,0.61904,0.4732,0.022122399381828816,0.021320271991156523,0.020550441685354463,24
0.48034675792762066,0.48119143287179267,0.4893006431157078,0.62192,0.4806,0.02004298287088453,0.019804529605958365,0.017587893820403266,24
0.479617460484777,0.48030934665112035,0.5155859946611695,0.62,0.4796,0.01970725740074315,0.01951347863303686,0.010902284510897323,24
0.43525955577315706,0.5004740562521585,0.4998624839522651,0.62201,0.4666,0.034875728418923155,0.01477098562267849,0.014920015676631638,24
0.4294067785527237,0.476947878048924,0.4764306425244664,0.62186,0.4584,0.03703824244543436,0.020999523088363507,0.021149698015746538,24
